name,birth_date,birth_place,death_date,death_place,url,in_the_db,wikidata_id
Henriette Nissen-Saloman,12 March 1819,Gothenburg,27 August 1879,the German town of Bad Harzurg,https://www.swedishmusicalheritage.com/composers/nissen-saloman-henriette/,false,
Preben Nodermann,11 January 1867,"Hjørring, Denmark",14 November 1930,Lund,https://www.swedishmusicalheritage.com/composers/nodermann-preben/,false,
Gustaf Eric Nordblad,9 augusti 1796,Hedvig Eleonora församling,17 november 1861,Maria Magdalena församling (Stockholm),https://www.swedishmusicalheritage.com/composers/nordblad-gustaf-eric/,false,
Johan Erik Nordblom,13 April 1788,Uppsala,26 December 1848,Uppsala,https://www.swedishmusicalheritage.com/composers/nordblom-johan/,true,Q6014376
Erik Nordgren,,,,,https://www.swedishmusicalheritage.com/composers/nordgren-erik/,false,
Jesper Nordin,,,,,https://www.swedishmusicalheritage.com/composers/nordin-jesper/,true,Q6015273
Conrad Nordqvist,11 april 1840,Vänersborg,16 april 1920,Snårestad,https://www.swedishmusicalheritage.com/composers/nordqvist-conrad/,true,Q6015904
Gustaf Nordqvist,12 February 1886,Stockholm,28 January 1949,the same city,https://www.swedishmusicalheritage.com/composers/nordqvist-gustaf/,false,
Lorens Fredrik Nordstedt,8 januari 1770,"Hedvig Eleonora församling, Stockholm,",15 oktober 1828,Ingarö församling (Stockholm),https://www.swedishmusicalheritage.com/composers/nordstedt-lorens-fredrik/,false,
Lise-Lotte Norelius,,,,,https://www.swedishmusicalheritage.com/composers/norelius-lise-lotte/,false,
Carl Adam Norman,,,24 mars 1812,Hovförsamlingen,https://www.swedishmusicalheritage.com/composers/norman-carl-adam/,false,
Ludvig Norman,28 August 1831,Stockholm,28 March 1885,Stockholm,https://www.swedishmusicalheritage.com/composers/norman-ludvig/,true,Q704992
Dorcas Norre,,,,,https://www.swedishmusicalheritage.com/composers/norre-dorcas/,false,
John Norrman,24 oktober 1895,Hallsberg,27 februari 1979,Eskilstuna,https://www.swedishmusicalheritage.com/composers/norrman-john/,false,
Farangis Nurulla-Khoja,,,,,https://www.swedishmusicalheritage.com/composers/nurulla-khoja-farangis/,false,
Ylva Nyberg Bentancor,,,,,https://www.swedishmusicalheritage.com/composers/nyberg-bentancor-ylva/,false,
Lina Nyberg,,,,,https://www.swedishmusicalheritage.com/composers/nyberg-lina/,false,
Kent Nyman,,,,,https://www.swedishmusicalheritage.com/composers/nyman-kent/,false,
Noach Nystedt,6 april 1772,Klara församling (Stockholm),,,https://www.swedishmusicalheritage.com/composers/nystedt-noach/,false,
Jacob Nyvall,23 July 1894,"Nybro, Madesjö parish",1 July 1961,Stockholm,https://www.swedishmusicalheritage.com/composers/nyvall-jacob/,false,
Gerard Odencrants,,,23 juni 1967,"Engelbrekts församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/odencrants-gerhard/,false,
Richard Ohlsson,9 March 1874,Stockholm,28 July 1940,Stockholm,https://www.swedishmusicalheritage.com/composers/ohlsson-richard/,false,
Anders Öhrman,,,31 oktober 1794,Hovförsamlingen (Stockholm),https://www.swedishmusicalheritage.com/composers/ohrman-anders/,false,
Per August Ölander,8 January 1824,Linköping,3 August 1886,Stockholm,https://www.swedishmusicalheritage.com/composers/olander-per-august/,false,
Jim O'Leary,,,,,https://www.swedishmusicalheritage.com/composers/oleary-jim/,false,
Elisabeth Olin,8 December 1740,Stockholm,26 March 1828,Stockholm,https://www.swedishmusicalheritage.com/composers/olin-elisabeth/,true,Q271813
Pelle Olofson,,,,,https://www.swedishmusicalheritage.com/composers/olofson-pelle/,false,
Janne Olofsson,,,,,https://www.swedishmusicalheritage.com/composers/olofsson-janne/,false,
Jonas Olofsson,,,,,https://www.swedishmusicalheritage.com/composers/olofsson-jonas/,false,
Kent Olofsson,,,,,https://www.swedishmusicalheritage.com/composers/olofsson-kent/,false,
Ludvig Olofsson,26 februari 1877,,19 juli 1930,,https://www.swedishmusicalheritage.com/composers/olofsson-ludvig/,false,
Olov Olofsson,,,,,https://www.swedishmusicalheritage.com/composers/olofsson-olov/,false,
Pär Olofsson,,,,,https://www.swedishmusicalheritage.com/composers/olofsson-par/,false,
Daniel Olson,7 maj 1898,"S:t Olai församling, Norrköping,",4 november 1978,Linköpings domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/olson-daniel/,false,
Joel Olsson,11 augusti 1882,Stora Skedvi i Dalarna,27 februari 1966,Falun,https://www.swedishmusicalheritage.com/composers/olsson-joel/,false,
Otto Olsson,19 December 1879,Stockholm,1 September 1964,Stockholm,https://www.swedishmusicalheritage.com/composers/olsson-otto/,true,Q2660424
Kung Oscar I,,,8 July 1859,,https://www.swedishmusicalheritage.com/composers/oscar-kronprins/,false,
Fredrik Österling,,,,,https://www.swedishmusicalheritage.com/composers/osterling-fredrik/,false,
Salomon von Otter,23 May 1876,Kristianstad,5 December 1938,Stockholm,https://www.swedishmusicalheritage.com/composers/otter-salomon-von/,false,
David Ottosson,27 juli 1892,Gävle,4 september 1970,Stockholm,https://www.swedishmusicalheritage.com/composers/ottosson-david/,false,
Fredrik Pacius,19 mars 1809,,8 januari 1891,Helsingfors,https://www.swedishmusicalheritage.com/composers/pacius-fredrik/,true,Q327024
Anne Pajunen,,,,,https://www.swedishmusicalheritage.com/composers/pajunen-anne/,false,
Herman Palm,18 May 1863,Norra Kyrketorp in the province of Västergötland,24 November 1942,Varberg,https://www.swedishmusicalheritage.com/composers/palm-herman/,false,
Johan Fredrik Palm,20 August 1754,Stockholm,15 March 1821,"Edsberg, Sollentuna",https://www.swedishmusicalheritage.com/composers/palm-johan-fredrik/,false,
Catharina Palmér,,,,,https://www.swedishmusicalheritage.com/composers/palmer-catharina/,false,
Åke Parmerud,,,,,https://www.swedishmusicalheritage.com/composers/parmerud-ake/,true,Q3577131
Edmond Passy,3 September 1789,Stockholm,16 August 1870,Drottningholm,https://www.swedishmusicalheritage.com/composers/passy-edmund/,false,
Gustaf Paulson,22 januari 1898,,17 december 1966,Helsingborgs Maria församling,https://www.swedishmusicalheritage.com/composers/paulson-gustaf/,false,
Mika Pelo,,,,,https://www.swedishmusicalheritage.com/composers/pelo-mika/,false,
Kjell Perder,,,,,https://www.swedishmusicalheritage.com/composers/perder-kjell/,false,
Moses Pergament,,,,,https://www.swedishmusicalheritage.com/composers/pergament-moses/,false,
Alessandro Perini,,,,,https://www.swedishmusicalheritage.com/composers/perini-alessandro/,false,
Bror Persfelt,27 maj 1881,,28 oktober 1975,Täby församling,https://www.swedishmusicalheritage.com/composers/persfelt-bror/,false,
Helena Persson,,,,,https://www.swedishmusicalheritage.com/composers/persson-helena/,false,
Mats Persson,,,,,https://www.swedishmusicalheritage.com/composers/persson-mats/,false,
Hans Adolf Peter (pseudonym),10 november 1904,Wien,13 april 1977,Borås,https://www.swedishmusicalheritage.com/composers/peter-hans-adolf/,false,
Erik Peters,,,,,https://www.swedishmusicalheritage.com/composers/peters-erik/,false,
Wilhelm Peterson-Berger,27 February 1867,Ullånger,,,https://www.swedishmusicalheritage.com/composers/peterson-berger-wilhelm/,true,Q472602
Matthew Peterson,,,,,https://www.swedishmusicalheritage.com/composers/peterson-matthew/,false,
Mattias Petersson,,,,,https://www.swedishmusicalheritage.com/composers/petersson-mattias/,false,
Per Gunnar Petersson,,,,,https://www.swedishmusicalheritage.com/composers/petersson-per-gunnar/,false,
Petter Petterson,17 februari 1813,,,,https://www.swedishmusicalheritage.com/composers/petterson-petter/,false,
Allan Pettersson,,,,,https://www.swedishmusicalheritage.com/composers/pettersson-allan/,true,Q183359
Krystyna Pettersson,,,,,https://www.swedishmusicalheritage.com/composers/pettersson-krystyna/,false,
Ika Peyron,1 July 1845,Timrå,15 March 1922,Stockholm,https://www.swedishmusicalheritage.com/composers/peyron-fredrika/,true,Q1195141
Lodovico Piccini,,,,,https://www.swedishmusicalheritage.com/composers/piccini-lodovico/,false,
Paul Pignon,,,,,https://www.swedishmusicalheritage.com/composers/pignon-paul/,false,
Christopher [Christoffer] Pihlman,30 oktober 1748,,21 mars 1780,Jakob och Johannes församling,https://www.swedishmusicalheritage.com/composers/pihlman-christoffer/,false,
Anders Piscator,,,25 July 1804,Hammarö,https://www.swedishmusicalheritage.com/composers/piscator-anders/,false,
Bengt Piscator,11 juni 1790,Ekshärads församling (Hagfors),17 januari 1822,Ölme församling (Kristinehamn),https://www.swedishmusicalheritage.com/composers/piscator-bengt/,false,
Ludvig Pitscher,,,,,https://www.swedishmusicalheritage.com/composers/pitscher-ludvig/,false,
Stefan Pöntinen,,,,,https://www.swedishmusicalheritage.com/composers/pontinen-stefan/,false,
Peter Pontvik,,,,,https://www.swedishmusicalheritage.com/composers/pontvik-peter/,false,
Antoine Edouard Pratté,22 November 1796,"Haida, Bohemia,",23 May 1875,,https://www.swedishmusicalheritage.com/composers/pratte-edvard/,false,
Johan Conrad Preumayr,,,20 mars 1819,"S:ta Eugenia Katolska församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/preumayr-johan-conrad/,false,
Heinz Provost,12 maj 1891,Wien,24 februari 1959,Stockholm,https://www.swedishmusicalheritage.com/composers/provost-heinz/,false,
Carl von Quanten (Qvanten),,,25 december 1789,Bolstads församling (Mellerud),https://www.swedishmusicalheritage.com/composers/quanten-carl-von/,false,
Folke Rabe,,,,,https://www.swedishmusicalheritage.com/composers/rabe-folke/,false,
Nils Rabenius,2 februari 1887,,19 oktober 1924,,https://www.swedishmusicalheritage.com/composers/rabenius-nils/,false,
Emil Råberg,,,,,https://www.swedishmusicalheritage.com/composers/raberg-emil/,false,
Einar Ralf,,,,,https://www.swedishmusicalheritage.com/composers/ralf-einar/,false,
Johan Ramström,,,,,https://www.swedishmusicalheritage.com/composers/ramstrom-johan/,false,
Andreas Randel,,,,,https://www.swedishmusicalheritage.com/composers/randel-andreas/,false,
Ture Rangström,30 November 1884,Stockholm,11 May 1947,Stockholm,https://www.swedishmusicalheritage.com/composers/rangstrom-ture/,true,Q1117342
Carl Fredrik Reddewigh,1 februari 1750,Maria Magdalena församling (Stockholm),25 december 1827,Jakob och Johannes församling (Stockholm),https://www.swedishmusicalheritage.com/composers/reddevigh-carl-fredrik/,false,
Amalia Redec,4 maj 1812,,21 november 1885,Ljungby församling,https://www.swedishmusicalheritage.com/composers/redec-amalia/,false,
Karin Rehnqvist,,,,,https://www.swedishmusicalheritage.com/composers/rehnqvist-karin/,true,Q3193259
Claes Rendahl,4 April 1848,"Ölmstad, Småland",12 February 1926,Karlstad,https://www.swedishmusicalheritage.com/composers/rendahl-claes/,false,
Florence Richards,24 juni 1877,,3 mars 1948,Stockholm,https://www.swedishmusicalheritage.com/composers/richards-florence/,false,
Caroline Ridderstolpe,2 September 1793,Berlin,9 October 1878,,https://www.swedishmusicalheritage.com/composers/ridderstolpe-caroline/,true,Q4974772
Bo Ridderström,,,,,https://www.swedishmusicalheritage.com/composers/ridderstrom-bo/,false,
David Riebe,,,,,https://www.swedishmusicalheritage.com/composers/riebe-david/,false,
Georg Riedel,,,,,https://www.swedishmusicalheritage.com/composers/riedel-georg/,false,
Carl Fredrik Ringvall,9 May 1848,Stockholm,14 August 1910,"the same city, was a military musician, clarinettist and bandmaster, later on music director, with Gotland’s Infantry Regiment from 1890 to 1897",https://www.swedishmusicalheritage.com/composers/ringvall-carl-fredrik/,false,
Mattias Risberg,,,,,https://www.swedishmusicalheritage.com/composers/risberg-mattias/,false,
Carl Rogberg,6 maj 1902,Uppsala,24 april 1975,Falun,https://www.swedishmusicalheritage.com/composers/rogberg-carl/,false,
Bengt Rodhe,18 september 1901,,2 maj 1968,Växjö,https://www.swedishmusicalheritage.com/composers/rohde-bengt/,false,
Johan Helmich Roman,26 October 1694,Stockholm,20 November 1758,,https://www.swedishmusicalheritage.com/composers/roman-johan-helmich/,true,Q349352
Carl Romin,10 mars 1772,,14 december 1847,Jakob och Johannes församling,https://www.swedishmusicalheritage.com/composers/romin-carl/,false,
Jean Martin De Ron,13 November 1789,Stockholm,20 February 1817,Lisbon,https://www.swedishmusicalheritage.com/composers/ron-jean-martin-de/,false,
Anna Maria Roos,9 April 1862,Stockholm,23 April 1938,"Bombay, India",https://www.swedishmusicalheritage.com/composers/roos-anna-maria/,false,
Ellen Roosval,29 juli 1867,,9 april 1952,Oscars församling,https://www.swedishmusicalheritage.com/composers/roosval-ellen/,false,
Lars-Erik Rosell,,,,,https://www.swedishmusicalheritage.com/composers/rosell-lars-erik/,true,Q1806147
Ann Rosén,,,,,https://www.swedishmusicalheritage.com/composers/rosen-ann/,false,
Erik Gabriel von Rosén,,,10 september 1855,Jakob och Johannes församling (Stockholm),https://www.swedishmusicalheritage.com/composers/rosen-eric-gabriel-von/,false,
Johan Magnus Rosén,6 April 1806,Gothenburg,16 June 1885,Stockholm,https://www.swedishmusicalheritage.com/composers/rosen-johan-magnus/,false,
Hilding Rosenberg,,,,,https://www.swedishmusicalheritage.com/composers/rosenberg-hilding/,true,Q959391
Leo Rosenblüth,,,,,https://www.swedishmusicalheritage.com/composers/rosenbluth-leo/,false,
Carl Gustaf von Roxendorff,17 juli 1797,,3 september 1838,Arvika församling,https://www.swedishmusicalheritage.com/composers/roxendorff-carl-gustaf-von/,false,
Daniel Rozenhall,,,,,https://www.swedishmusicalheritage.com/composers/rozenhall-daniel/,false,
Albert Rubenson,20 December 1826,Stockholm,2 March 1901,the same city,https://www.swedishmusicalheritage.com/composers/rubenson-albert/,true,Q2482314
Olof Rudbeck,,,17 September 1702,"Uppsala, was an anatomist, medical doctor, historian, natural scientist, architect, composer and musician",https://www.swedishmusicalheritage.com/composers/rudbeck-olof/,false,
Axel Rudebeck,,,,,https://www.swedishmusicalheritage.com/composers/rudebeck-axel/,false,
Rudolf Gagge,27 February 1834,Stockholm,20 February 1912,Västerås,https://www.swedishmusicalheritage.com/composers/rudolf-gagge/,false,
Waldemar Rudolf,1 mars 1882,,29 maj 1974,"Gustav Adolf församling, Helsingborg,",https://www.swedishmusicalheritage.com/composers/rudolf-waldemar/,false,
Stig Rybrant,,,,,https://www.swedishmusicalheritage.com/composers/rybrant-stig/,false,
Bo Rydberg,,,,,https://www.swedishmusicalheritage.com/composers/rydberg-bo/,false,
Sam Rydberg,27 October 1885,Nyköping,25 March 1956,"Stockholm, was a military musician, conductor, music director and composer",https://www.swedishmusicalheritage.com/composers/rydberg-sam/,false,
Anders Gabriel Rylander,,,22 juli 1828,Lekeryds församling (Jönköping),https://www.swedishmusicalheritage.com/composers/rylander-ag/,false,
Hans Rytterkvist,,,,,https://www.swedishmusicalheritage.com/composers/rytterkvist-hans/,false,
Ákos Rózmann,,,,,https://www.swedishmusicalheritage.com/composers/rzmann-akos/,true,Q892474
August Säfström,1 October 1813,Uppsala,12 April 1888,Stockholm,https://www.swedishmusicalheritage.com/composers/safstrom-august/,false,
Stellan Sagvik,,,,,https://www.swedishmusicalheritage.com/composers/sagvik-stellan/,false,
Iréne Sahlin,,,,,https://www.swedishmusicalheritage.com/composers/sahlin-irene/,false,
Gottfrid Salwén,12 September 1879,Halna,,,https://www.swedishmusicalheritage.com/composers/salwen-gottfrid/,false,
Marie Samuelsson,,,,,https://www.swedishmusicalheritage.com/composers/samuelsson-marie/,true,Q4976720
Per Samuelsson,,,,,https://www.swedishmusicalheritage.com/composers/samuelsson-per/,false,
Bengt Sandahl,28 mars 1774,,8 juli 1831,Veta,https://www.swedishmusicalheritage.com/composers/sandahl-bengt/,false,
Adolf Sandberg,21 februari 1808,Helsingborgs stadsförsamling,24 oktober 1863,Karlskrona amiralitetsförsamling,https://www.swedishmusicalheritage.com/composers/sandberg-adolf/,false,
Lars Sandberg,,,,,https://www.swedishmusicalheritage.com/composers/sandberg-lars/,false,
Alva Sandberg-Norrlander,25 september 1899,,1 mars 1961,Stockholm,https://www.swedishmusicalheritage.com/composers/sandberg-norrlander-alva/,false,
Oscar Sandberg,1st December 1870,Kristianstad,12 December 1926,"Stockholm, was a church musician, music teacher and composer",https://www.swedishmusicalheritage.com/composers/sandberg-oscar/,false,
Amanda Sandborg-Waesterberg,16 December 1842,Stockholm,3 January 1918,"Bergvik, Hälsingland",https://www.swedishmusicalheritage.com/composers/sandborg-waesterberg-amanda/,false,
Sten Sandell,,,,,https://www.swedishmusicalheritage.com/composers/sandell-sten/,false,
Ellen Sandels,,,22 November 1931,Stockholm,https://www.swedishmusicalheritage.com/composers/sandels-ellen/,false,
Joakim Sandgren,,,,,https://www.swedishmusicalheritage.com/composers/sandgren-joakim/,true,Q3179534
Örjan Sandred,,,,,https://www.swedishmusicalheritage.com/composers/sandred-orjan/,true,Q2420254
Israel Sandström,14 November 1824,Linköping,20 November 1880,Gothenburg,https://www.swedishmusicalheritage.com/composers/sandstrom-israel/,false,
Jan Sandström,,,,,https://www.swedishmusicalheritage.com/composers/sandstrom-jan/,true,Q1682189
Sven-David Sandström,,,,,https://www.swedishmusicalheritage.com/composers/sandstrom-sven-david/,true,Q920770
Gustav Satter,12 februari 1832,,,,https://www.swedishmusicalheritage.com/composers/satter-gustav-da/,false,
Felix Saul,22 december 1883,Stargard,16 november 1942,Stockholm,https://www.swedishmusicalheritage.com/composers/saul-felix/,false,
Rickard Scheffer,,,,,https://www.swedishmusicalheritage.com/composers/scheffer-rickard/,false,
Björn Schildknecht,7 June 1905,Stockholm,10 July 1946,Stockholm,https://www.swedishmusicalheritage.com/composers/schildknecht-bjorn/,false,
Albert Schnelzer,,,,,https://www.swedishmusicalheritage.com/composers/schnelzer-albert/,true,Q4711189
Anton Schnötzinger,,,27 februari 1865,"S:ta Eugenia katolska församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/schnotzinger-anton/,false,
Stig Gustav Schönberg,,,,,https://www.swedishmusicalheritage.com/composers/schonberg-stig-gustav/,true,Q2349362
Johnny Schönning,11 mars 1894,Gävle Heliga Trefaldighets församling (efter 2020 Gävle församling),5 augusti 1966,"Oscars församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/schonning-johnny/,false,
Peter Schuback,,,,,https://www.swedishmusicalheritage.com/composers/schuback-peter/,false,
Carl Schwencke,7 March 1797,Hamburg,7 January 1870,Nussdorf,https://www.swedishmusicalheritage.com/composers/schwencke-carl/,false,
Hugo Sedström,9 oktober 1862,Uppsala domkyrkoförsamling,31 augusti 1940,Gustav Vasa församling,https://www.swedishmusicalheritage.com/composers/sedstrom-hugo/,false,
Meelis Seffers,,,,,https://www.swedishmusicalheritage.com/composers/seffers-meelis/,false,
Jonatan Sersam,,,,,https://www.swedishmusicalheritage.com/composers/sersam-jonatan/,false,
Johan Setterholm (Seterholm),,,6 januari 1833,Jakob och Johannes församling (Stockholm),https://www.swedishmusicalheritage.com/composers/seterholm-/,false,
Jacob August Setterholm,7 augusti 1804,Klara församling (Stockholm),,,https://www.swedishmusicalheritage.com/composers/setterholm-j-august/,false,
William Seymer,,,,,https://www.swedishmusicalheritage.com/composers/seymer-william/,false,
Eva Sidén,,,,,https://www.swedishmusicalheritage.com/composers/siden-eva/,false,
Björn Sikström,,,,,https://www.swedishmusicalheritage.com/composers/sikstrom-bjorn/,false,
Carl Sillén,17 juli 1818,Torstuna församling (Enköping),20 december 1888,Hovförsamlingen (Stockholm),https://www.swedishmusicalheritage.com/composers/sillen-carl/,false,
Fredrik Silverstolpe,28 December 1769,Stockholm,2 December 1851,the same city,https://www.swedishmusicalheritage.com/composers/silverstolpe-fredirk/,false,
Pavol Simai,,,,,https://www.swedishmusicalheritage.com/composers/simai-pavol/,true,Q47457045
Patric Simmerud,,,,,https://www.swedishmusicalheritage.com/composers/simmerud-patric/,false,
Johan Gustaf Simson,,,23 november 1787,Göteborg,https://www.swedishmusicalheritage.com/composers/simson-johan-gustaf/,false,
Fredrik Sixten,,,,,https://www.swedishmusicalheritage.com/composers/sixten-fredrik/,true,Q4419073
Birger Sjöberg,6 december 1885,Stockholm,30 april 1929,Växjö,https://www.swedishmusicalheritage.com/composers/sjoberg-birger/,false,
Carl Sjöberg,28 May 1861,Gävle,26 January 1900,Hedemora,https://www.swedishmusicalheritage.com/composers/sjoberg-carl/,false,
Johan-Magnus Sjöberg,,,,,https://www.swedishmusicalheritage.com/composers/sjoberg-johan-magnus/,false,
Svante Sjöberg,28 August 1873,Karlskrona,18 January 1935,in the same town,https://www.swedishmusicalheritage.com/composers/sjoberg-svante/,false,
Heimer Sjöblom,,,,,https://www.swedishmusicalheritage.com/composers/sjoblom-heimer/,false,
Emil Sjögren,16 June 1853,Stockholm,1 March 1918,,https://www.swedishmusicalheritage.com/composers/sjogren-emil/,true,Q527705
Martin Skafte,,,,,https://www.swedishmusicalheritage.com/composers/skafte-martin/,false,
Einar Skagerberg,16 november 1876,Åmots bruk och död i Växjö 19 april 1969,19 april 1969,Växjö,https://www.swedishmusicalheritage.com/composers/skagerberg-einar/,false,
Anders Fredrik Skjöldebrand,14 July 1757,Algiers,23 August 1834,Stockholm,https://www.swedishmusicalheritage.com/composers/skjoldebrand-anders-fredrik/,false,
Susanne Skog,,,,,https://www.swedishmusicalheritage.com/composers/skog-susanne/,false,
Ylva Skog,,,,,https://www.swedishmusicalheritage.com/composers/skog-ylva/,false,
Erland Skoglund,,,,,https://www.swedishmusicalheritage.com/composers/skoglund-erland/,false,
Adam Skogvard,,,,,https://www.swedishmusicalheritage.com/composers/skogvard-adam/,false,
Bengt-Göran Sköld,,,,,https://www.swedishmusicalheritage.com/composers/skold-bengt-goran/,false,
Mattias Sköld,,,,,https://www.swedishmusicalheritage.com/composers/skold-mattias/,false,
Sven Sköld,,,23 October 1956,,https://www.swedishmusicalheritage.com/composers/skold-sven/,false,
Yngve Sköld,,,,,https://www.swedishmusicalheritage.com/composers/skold-yngve/,false,
Josef Otto af Sillén,2 July 1859,Solna,14 July 1951,Stockholm,https://www.swedishmusicalheritage.com/composers/slillen-josef-otto-af/,false,
Sune Smedeby,,,,,https://www.swedishmusicalheritage.com/composers/smedeby-sune/,false,
Michael J Smith,,,,,https://www.swedishmusicalheritage.com/composers/smith-michael-j/,false,
Camilla Söderberg,,,,,https://www.swedishmusicalheritage.com/composers/soderberg-camilla/,false,
Hans Söderberg,,,,,https://www.swedishmusicalheritage.com/composers/soderberg-hans/,false,
Wilhelm Theodor Söderberg,6 October 1845,Össeby-Garn in Stockholm County,1 November 1922,Karlshamn,https://www.swedishmusicalheritage.com/composers/soderberg-wilhelm-theodor/,false,
Valdemar Söderholm,,,,,https://www.swedishmusicalheritage.com/composers/soderholm-valdemar/,false,
Lille Bror Söderlundh,21 May 1912,Kristinehamn,23 August 1957,Stockholm,https://www.swedishmusicalheritage.com/composers/soderlundh-lille-bror/,false,
August Söderman,17 July 1832,Stockholm,,,https://www.swedishmusicalheritage.com/composers/soderman-august/,true,Q764212
Fritz Söderman,4 January 1838,Stockholm,15 July 1883,the same city,https://www.swedishmusicalheritage.com/composers/soderman-fritz/,false,
Johan Wilhelm Söderman,20 July 1808,Stockholm,29 July 1858,"Karlstad, was a conductor and composer",https://www.swedishmusicalheritage.com/composers/soderman-johan-wilhelm/,true,Q108132041
Gunno Södersten,10 januari 1920,Stockholm,30 september 1998,Lidingö,https://www.swedishmusicalheritage.com/composers/sodersten-gunno/,true,Q6202243
Knut Söderström,31 mars 1878,Järvsö församling,24 juli 1952,Ludvika församling,https://www.swedishmusicalheritage.com/composers/soderstrom-knut/,false,
Knut Sönstevold,,,,,https://www.swedishmusicalheritage.com/composers/sonstevold-knut/,true,Q6202527
Vanessa Sorce-Lévesque,,,,,https://www.swedishmusicalheritage.com/composers/sorce-levesque-vanessa/,false,
Josef Söreke,,,,,https://www.swedishmusicalheritage.com/composers/soreke-josef/,false,
Torsten Sörenson,,,,,https://www.swedishmusicalheritage.com/composers/sorenson-torsten/,false,
Sixten David Sparre,20 april 1787,,22 april 1843,Svea livgardes församling,https://www.swedishmusicalheritage.com/composers/sparre-sixten-david/,false,
Carl Gustaf (Karl Gustav) Stackelberg,23 augusti 1780,,17 december 1806,"Sankt Petersburg, Ryssland,",https://www.swedishmusicalheritage.com/composers/stackelberg-carl-gustaf/,false,
Benjamin Staern,,,,,https://www.swedishmusicalheritage.com/composers/staern-benjamin/,true,Q4889250
Johannes Christoffer Stålhammar,30 december 1868,"S:ta Klara församling, Stockholm,",1 maj 1900,Hedvig Eleonora församling (Stockholm),https://www.swedishmusicalheritage.com/composers/stalhammar-johannes-christoffer/,false,
Maria Fredrica von Stedingk,31 oktober 1799,"Sankta Katarina (svenska) församling, Sankt Petersburg",15 juni 1868,"S:ta Klara församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/stedingk-maria-fredrica-von/,false,
Joseph Karl Anton Steinmüller,,,23 juli 1808,Stockholm,https://www.swedishmusicalheritage.com/composers/steinmuller-johann-joseph/,false,
Lisa Stenberg,,,,,https://www.swedishmusicalheritage.com/composers/stenberg-lisa/,false,
Carl Stenborg,8 September 1752,Stockholm,1 August 1813,Stockholm,https://www.swedishmusicalheritage.com/composers/stenborg-carl/,false,
Fredrika Stenhammar,19 September 1836,Visby,7 October 1880,Stockholm,https://www.swedishmusicalheritage.com/composers/stenhammar-fredrika/,false,
Per Ulrik Stenhammar,20 February 1829,Häradshammar on the Vikbolandet peninsula east of Norrköping,8 February 1875,Stockholm,https://www.swedishmusicalheritage.com/composers/stenhammar-per-ulrik/,true,Q6189113
Wilhelm Stenhammar,7 February 1871,Stockholm,20 November 1927,Jonsered outside Gothenburg,https://www.swedishmusicalheritage.com/composers/stenhammar-wilhelm/,true,Q435688
Magnus Stenman,,,,,https://www.swedishmusicalheritage.com/composers/stenman-magnus/,false,
Carl August Stieler,18 July 1780,,15 April 1822,Stockholm,https://www.swedishmusicalheritage.com/composers/stieler-carl-august/,false,
Gustaf Stolpe,26 september 1833,,3 oktober 1901,New Orange,https://www.swedishmusicalheritage.com/composers/stolpe-gustaf/,false,
Staffan Storm,,,,,https://www.swedishmusicalheritage.com/composers/storm-staffan/,false,
Johann Ignaz Stranensky,,,,,https://www.swedishmusicalheritage.com/composers/stranensky-johann-ignaz/,false,
Lisa Streich,,,,,https://www.swedishmusicalheritage.com/composers/streich-lisa/,false,
Carl Axel Strindberg,17 June 1845,Stockholm,12 January 1927,Stockholm,https://www.swedishmusicalheritage.com/composers/strindberg-carl-axel/,false,
Henrik Strindberg,,,,,https://www.swedishmusicalheritage.com/composers/strindberg-henrik/,true,Q6192542
Vilhelm Ström,31 januari 1848,Arvika,3 augusti 1909,Söderala,https://www.swedishmusicalheritage.com/composers/strom-w/,false,
Mikael Strömberg,,,,,https://www.swedishmusicalheritage.com/composers/stromberg-mikael/,false,
Paul Struck,,,,,https://www.swedishmusicalheritage.com/composers/struck-paul/,false,
Jacob Struve,14 October 1767,Stockholm,27 July 1826,the same city,https://www.swedishmusicalheritage.com/composers/struve-jacob/,false,
Elsa M. Stuart,26 april 1889,,19 maj 1970,Skara,https://www.swedishmusicalheritage.com/composers/stuart-elsa-m/,false,
Georg Stubendorff,,,,,https://www.swedishmusicalheritage.com/composers/stubendorff-georg/,false,
Hilda Sundhammar,18 August 1854,Hallingeberg and deceased 29 December 1925 in Uppsala,,,https://www.swedishmusicalheritage.com/composers/sundhammar-hilda/,false,
Håkan Sundin,,,,,https://www.swedishmusicalheritage.com/composers/sundin-hakan/,false,
Paulina Sundin,,,,,https://www.swedishmusicalheritage.com/composers/sundin-paulina/,false,
Vilhelm Svedbom,8 March 1843,Stockholm,25 December 1904,"Stockholm, was a literary historian, pianist, composer, conservatory music teacher and music administrator",https://www.swedishmusicalheritage.com/composers/svedbom-vilhelm/,false,
Fabian Svensson,,,,,https://www.swedishmusicalheritage.com/composers/svensson-fabian/,false,
Johan(nes) Svensson,4 augusti 1775,,17 juni 1845,Växjö domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/svensson-johan/,false,
