article,name,birth,death,nationality,notable_20th_century_works,comment,era
Roger_Craig_Vogel,Roger Craig Vogel,1947,,American,,,20th-century classical
Gwyneth_Van_Anden_Walker,Gwyneth Van Anden Walker,1947,,American,,,20th-century classical
Zunduin_Khangal,Zunduin Khangal,1948,1996,Mongolian,,,20th-century classical
Claude_Baker,Claude Baker,1948,,American,,,20th-century classical
Josef_Bardanashvili,Josef Bardanashvili,1948,,Georgian,,,20th-century classical
Gisèle_Barreau,Gisèle Barreau,1948,,French,,,20th-century classical
Michael_Berkeley,Michael Berkeley,1948,,English,,,20th-century classical
Chester_Biscardi,Chester Biscardi,1948,,American,,,20th-century classical
Glenn_Branca,Glenn Branca,1948,2018,American,,avant-garde,20th-century classical
Stephen_Brown_(composer),Stephen Brown,1948,,Canadian,,,20th-century classical
Diana_Burrell,Diana Burrell,1948,,English,,,20th-century classical
Brian_Elias,Brian Elias,1948,,British,,,20th-century classical
Brian_Eno,Brian Eno,1948,,English,,"ambient music, minimalism",20th-century classical
Richard_Festinger,Richard Festinger,1948,,American,,,20th-century classical
Jani_Golob,Jani Golob,1948,,Slovenian,,,20th-century classical
Mikko_Heiniö,Mikko Heiniö,1948,,Finnish,,,20th-century classical
Bern_Herbolsheimer,Bern Herbolsheimer,1948,2016,American,Aria da capo (opera),,20th-century classical
Bo_Holten,Bo Holten,1948,,Danish,,,20th-century classical
Jean-Michel_Jarre,Jean-Michel Jarre,1948,,French,,,20th-century classical
Kerstin_Jeppsson,Kerstin Jeppsson,1948,,Swedish,,,20th-century classical
Theo_Jörgensmann,Theo Jörgensmann,1948,,German,,,20th-century classical
Marjan_Mozetich,Marjan Mozetich,1948,,Canadian,,,20th-century classical
Peter_Ruzicka,Peter Ruzicka,1948,,German,,,20th-century classical
Allen_Shawn,Allen Shawn,1948,,American,,,20th-century classical
Dmitri_Smirnov_(composer),Dmitri Smirnov,1948,2020,Russian / British,"Tiriel (opera), Thel (opera)","serialism, collage, electroacoustic music, polystylism, musical cryptography",20th-century classical
Jukka_Tiensuu,Jukka Tiensuu,1948,,Finnish,,,20th-century classical
Julia_Tsenova,Julia Tsenova,1948,2010,Bulgarian,"Sinfonia con piano concertante; Endless Circle for string quintet; Musica Solitudinis; Four songs, to poems by Emily Dickinson",,20th-century classical
Claude_Vivier,Claude Vivier,1948,1983,Canadian,Kopernikus: Rituel de la Mort,"spectral music, Asian-music influence",20th-century classical
Fu_Tong_Wong,Fu Tong Wong,1948,,Chinese-American,Symphony: The Hero with Great Eagle,,20th-century classical
Eleanor_Alberga,Eleanor Alberga,1949,,Jamaican,,,20th-century classical
Kalevi_Aho,Kalevi Aho,1949,,Finnish,,,20th-century classical
Carlos_Azevedo,Carlos Azevedo,1949,2012,Portuguese,,,20th-century classical
Carol_E._Barnett,Carol E. Barnett,1949,,American,,,20th-century classical
Leonid_Bobylev,Leonid Bobylev,1949,,Russian,"Symphony (1985), Concerto for viola and string orchestra (1970)",,20th-century classical
Jolyon_Brettingham_Smith,Jolyon Brettingham Smith,1949,2008,English,,,20th-century classical
John_Casken,John Casken,1949,,English,,,20th-century classical
Daniel_Catán,Daniel Catán,1949,2011,Mexican,Florencia en el Amazonas; Rappaccini's Daughter,neo-impressionism,20th-century classical
Chan_Ka_Nin,Chan Ka Nin,1949,,Canadian,,,20th-century classical
Daniel_Steven_Crafts,Daniel Steven Crafts,1949,,American,,,20th-century classical
Rocco_Di_Pietro,Rocco Di Pietro,1949,,Italian,,,20th-century classical
Dean_Drummond,Dean Drummond,1949,2013,American,,,20th-century classical
Tim_Hodgkinson,Tim Hodgkinson,1949,,English,,,20th-century classical
Michel_Herr,Michel Herr,1949,,Belgian,,,20th-century classical
Michaël_Lévinas,Michaël Lévinas,1949,,French,,,20th-century classical
Dan_Locklair,Dan Locklair,1949,,American,,,20th-century classical
Fernando_Mencherini,Fernando Mencherini,1949,1997,Italian,,,20th-century classical
Theodore_Papakonstantinou,Theodore Papakonstantinou,1949,1970,Cypriot,,,20th-century classical
Stephen_Paulus,Stephen Paulus,1949,2014,American,Pilgrim's Hymn; The Road Home;,,20th-century classical
Geoffrey_Poole,Geoffrey Poole,1949,,English,,,20th-century classical
Christopher_Rouse_(composer),Christopher Rouse,1949,2019,American,Karolju; Phantasmata; Trombone Concerto; Symphony No. 1; Symphony No. 2,,20th-century classical
Poul_Ruders,Poul Ruders,1949,,Danish,,,20th-century classical
Thomas_Schmidt-Kowalski,Thomas Schmidt-Kowalski,1949,2013,German,,,20th-century classical
Dave_Smith_(composer),Dave Smith,1949,,English,,,20th-century classical
Steven_Stucky,Steven Stucky,1949,2016,American,"Son et Lumière; Concerto for Orchestra No. 2; Rhapsodies; August 4, 1964",,20th-century classical
Vladimir_Tošić,Vladimir Tošić,1949,,Serbian,,,20th-century classical
Kevin_Volans,Kevin Volans,1949,,South African,Hunting Gathering,,20th-century classical
Philip_Wilby,Philip Wilby,1949,,English,,brass-band music,20th-century classical
Ernani_Aguiar,Ernani Aguiar,1950,,Brazilian,,,20th-century classical
Beth_Anderson_(composer),Beth Anderson,1950,,American,,,20th-century classical
Robert_Black_(conductor),Robert Black,1950,1993,American,,,20th-century classical
Gene_Bowen,Gene Bowen,1950,,American,,,20th-century classical
Stephen_Chatman,Stephen Chatman,1950,,Canadian,,,20th-century classical
David_B._Doty,David B. Doty,1950,,American,,,20th-century classical
Elena_Firsova,Elena Firsova,1950,,Russian / British,The Nightingale and the Rose,,20th-century classical
Olivier_Greif,Olivier Greif,1950,2000,French,,,20th-century classical
Åse_Hedstrøm,Åse Hedstrøm,1950,,Norwegian,,,20th-century classical
Alistair_Hinton,Alistair Hinton,1950,,Scottish,,,20th-century classical
Christopher_Hobbs,Christopher Hobbs,1950,,English,,,20th-century classical
Otomar_Kvěch,Otomar Kvěch,1950,2018,Czech,,,20th-century classical
Emmanuel_Gyimah_Labi,Emmanuel Gyimah Labi,1950,,Ghanaian,,,20th-century classical
Lam_Manyee,Lam Manyee,1950,,Chinese,,,20th-century classical
Libby_Larsen,Libby Larsen,1950,,American,Marimba Concerto,,20th-century classical
Elodie_Lauten,Elodie Lauten,1950,2014,American,,,20th-century classical
Arturo_Márquez,Arturo Márquez,1950,,Mexican,Danzón no. 2,,20th-century classical
Joseph_Pehrson,Joseph Pehrson,1950,2020,American,,,20th-century classical
Stephen_Oliver_(composer),Stephen Oliver,1950,1992,English,,,20th-century classical
Jay_Reise,Jay Reise,1950,,American,,,20th-century classical
Joe_Hisaishi,Joe Hisaishi,1950,,Japanese,,also notable as a film composer,20th-century classical
Lepo_Sumera,Lepo Sumera,1950,2000,Estonian,,electro-acoustic music,20th-century classical
William_Sweeney_(composer),William Sweeney,1950,,Scottish,,folk-influenced,20th-century classical
Carl_Verbraeken,Carl Verbraeken,1950,,Belgian,,,20th-century classical
Rafał_Augustyn_(composer),Rafał Augustyn,1951,,Polish,,,20th-century classical
Alan_Belkin,Alan Belkin,1951,,Canadian,,,20th-century classical
Michael_Blake_(composer),Michael Blake,1951,,South African,French Suite,,20th-century classical
John_Burke_(composer),John Burke,1951,2020,Canadian,,,20th-century classical
Howard_J._Buss,Howard J. Buss,1951,,American,Modern Times,,20th-century classical
Qigang_Chen,Chen Qigang,1951,,Chinese-French,,,20th-century classical
Anthony_Davis_(composer),Anthony Davis,1951,,American,,,20th-century classical
Paul_Dresher,Paul Dresher,1951,,American,,,20th-century classical
Huib_Emmer,Huib Emmer,1951,,Dutch,,,20th-century classical
Richard_Emsley,Richard Emsley,1951,,British,,,20th-century classical
James_Erber,James Erber,1951,,British,,,20th-century classical
Lorenzo_Ferrero,Lorenzo Ferrero,1951,,Italian,"Salvatore Giuliano, La Conquista, Risorgimento!",postmodern,20th-century classical
David_Froom,David Froom,1951,,American,,,20th-century classical
Nancy_Galbraith,Nancy Galbraith,1951,,American,,postmodern/postminimalist,20th-century classical
Francisco_Guerrero_Marín,Francisco Guerrero Marín,1951,1997,Spanish,,,20th-century classical
Halina_Harelava,Halina Harelava,1951,,Belarusian,,,20th-century classical
Earl_Howard,Earl Howard,1951,,American,,avant-garde,20th-century classical
Brian_Israel,Brian Israel,1951,1986,American,,,20th-century classical
Viera_Janárceková,Viera Janárceková,1951,,Slovak,,,20th-century classical
Patricia_Jünger,Patricia Jünger,1951,,Swiss-Austrian,,,20th-century classical
Aivars_Kalējs,Aivars Kalējs,1951,,Latvian,,Neoromanticism,20th-century classical
Patrick_Larley,Patrick Larley,1951,,British,,,20th-century classical
Mona_Lyn_Reese,Mona Lyn Reese,1951,,American,,,20th-century classical
Michael_Rosenzweig_(composer),Michael Rosenzweig,1951,,South African,Symphony in One Movement; String Quartet No. 2,,20th-century classical
Doina_Rotaru,Doina Rotaru,1951,,Romanian,"Concerto for clarinet and orchestra; Florilegium, concerto for flute and flutes orchestra; Wings of Light for 24 flutists",,20th-century classical
Craig_Russell_(composer),Craig Russell,1951,,American,,,20th-century classical
,Robert Savage,1951,1993,American,"""An Eye-Sky Symphony""",,20th-century classical
George_Tsontakis,George Tsontakis,1951,,American,,,20th-century classical
Hans_Abrahamsen,Hans Abrahamsen,1952,,Danish,,,20th-century classical
Sérgio_Assad,Sérgio Assad,1952,,Brazilian,,,20th-century classical
Simon_Bainbridge,Simon Bainbridge,1952,,British,,,20th-century classical
Gerald_Barry_(composer),Gerald Barry,1952,,Irish,,,20th-century classical
Max_Beckschäfer,Max Beckschäfer,1952,,German,"Michelangelo-Fragmente, vocal music",also academic for music theory,20th-century classical
Judith_Bingham,Judith Bingham,1952,,British,,,20th-century classical
Roger_Bourland,Roger Bourland,1952,,American,,,20th-century classical
David_Carlson,David Carlson,1952,,American,,,20th-century classical
Mark_Carlson_(composer),Mark Carlson,1952,,American,,,20th-century classical
Rhys_Chatham,Rhys Chatham,1952,,American,,"avant-garde, minimalism",20th-century classical
Maia_Ciobanu,Maia Ciobanu,1952,,Romanian,,,20th-century classical
Todd_Tamanend_Clark,Todd Tamanend Clark,1952,,American,"""Brain and Spinal Column"", ""The Grim Rider"", ""Into the Vision""","electronic, psychedelic",20th-century classical
Tina_Davidson,Tina Davidson,1952,,American,,,20th-century classical
Richard_Einhorn,Richard Einhorn,1952,,American,Voices of Light (oratorio); The Origin (opera/oratorio),,20th-century classical
Reinhard_Febel,Reinhard Febel,1952,,German,"opera Sekunden und Jahre des Caspar Hauser, Wolkenstein, Sinfonie",,20th-century classical
Heiner_Goebbels,Heiner Goebbels,1952,,German,,,20th-century classical
Stephen_Hartke,Stephen Hartke,1952,,American,,,20th-century classical
Margriet_Hoenderdos,Margriet Hoenderdos,1952,2010,Dutch,,,20th-century classical
Scott_Johnson_(composer),Scott Johnson,1952,,American,,,20th-century classical
Oliver_Knussen,Oliver Knussen,1952,2018,British,Where the Wild Things Are,,20th-century classical
Lev_Konov,Lev Konov,1952,,Russian,,,20th-century classical
Gerd_Kühr,Gerd Kühr,1952,,German,"operas Stallerhof, Tod und Teufel",,20th-century classical
Christian_Lauba,Christian Lauba,1952,,Tunisian born French,"The Lose Forest for ensemble of 12 saxophones, Neuf études pour saxophone",,20th-century classical
Irfan_Ljubijankić,Irfan Ljubijankić,1952,1995,Bosnian,,,20th-century classical
Philippe_Manoury,Philippe Manoury,1952,,French,"60th Parallel (opera), Pluton for piano and live electronics","punctualism, computer-assisted composition",20th-century classical
Kazuhiro_Morita,Kazuhiro Morita,1952,,Japanese,,,20th-century classical
Dominic_Muldowney,Dominic Muldowney,1952,,English,,,20th-century classical
Alla_Pavlova,Alla Pavlova,1952,,Russian,,,20th-century classical
Qu_Xiao-Song,Qu Xiao-Song,1952,,Chinese,,,20th-century classical
Godfried-Willem_Raes,Godfried-Willem Raes,1952,,Belgian,,,20th-century classical
Wolfgang_Rihm,Wolfgang Rihm,1952,,German,12 string quartets; Die Eroberung von Mexico (opera),"New Simplicity, expressionism, neoromanticism",20th-century classical
Kaija_Saariaho,Kaija Saariaho,1952,,Finnish,L’amour de loin; Adriana Mater; La Passion de Simone,,20th-century classical
Tatyana_Sergeyeva,Tatyana Sergeyeva,1952,,Russian,,,20th-century classical
Motoyuki_Shitanda,Motoyuki Shitanda,1952,,Japanese,,,20th-century classical
Ryuichi_Sakamoto,Ryuichi Sakamoto,1952,,Japanese,,,20th-century classical
Peter-Jan_Wagemans,Peter-Jan Wagemans,1952,,Dutch,,,20th-century classical
Moshe_Zorman,Moshe Zorman,1952,,Israeli,,,20th-century classical
John_Luther_Adams,John Luther Adams,1953,,American,Various pieces inspired by Alaskan landscapes,,20th-century classical
Martin_Amlin,Martin Amlin,1953,,American,,,20th-century classical
Avril_Anderson,Avril Anderson,1953,,English,,,20th-century classical
Patrick_Ascione,Patrick Ascione,1953,2014,French,Divertissement,Electroacoustic and Acousmatic music,20th-century classical
Daniel_Asia,Daniel Asia,1953,,American,,,20th-century classical
Roger_Bellon,Roger Bellon,1953,,French,,,20th-century classical
Josefina_Benedetti,Josefina Benedetti,1953,,American,,,20th-century classical
Susan_Morton_Blaustein,Susan Morton Blaustein,1953,,American,,,20th-century classical
Cornelis_de_Bondt,Cornelis de Bondt,1953,,Dutch,,,20th-century classical
Hans-Jürgen_von_Bose,Hans-Jürgen von Bose,1953,,German,Piano music,,20th-century classical
Wendy_Mae_Chambers,Wendy Mae Chambers,1953,,American,,,20th-century classical
Chen_Yi_(composer),Chen Yi,1953,,Chinese,,,20th-century classical
Andrew_Culver_(composer),Andrew Culver,1953,,American,,,20th-century classical
Stéphane_Delplace,Stéphane Delplace,1953,,French,,,20th-century classical
Jody_Diamond,Jody Diamond,1953,,American,,,20th-century classical
Violeta_Dinescu,Violeta Dinescu,1953,,Romanian,Der 35. Mai (children's opera),,20th-century classical
Arnold_Dreyblatt,Arnold Dreyblatt,1953,,American,,,20th-century classical
Denis_Dufour,Denis Dufour,1953,,French,"Cycle Plis de perversion, Bocalises, Messe à l'usage des vieillards, Hérisson Cathédrale","instrumental perceptive morphology, acousmatic music, mixed music, electronic music",20th-century classical
Nicolas_Economou,Nicolas Economou,1953,1993,Cypriot,,,20th-century classical
René_Eespere,René Eespere,1953,,Estonian,,,20th-century classical
Eibhlis_Farrell,Eibhlis Farrell,1953,,Irish,,,20th-century classical
David_Felder,David Felder,1953,,American,,,20th-century classical
David_First,David First,1953,,American,,,20th-century classical
Georg_Friedrich_Haas,Georg Friedrich Haas,1953,,Austrian,"Double Concerto for accordion, viola and chamber ensemble, Concerto for violin and orchestra",spectral music,20th-century classical
He_Xuntian,He Xuntian,1953,,Chinese,,,20th-century classical
Adriana_Hölszky,Adriana Hölszky,1953,,Romanian-German,,,20th-century classical
Juhani_Komulainen,Juhani Komulainen,1953,,Finnish,,,20th-century classical
Peter_Scott_Lewis,Peter Scott Lewis,1953,,American,,,20th-century classical
Tod_Machover,Tod Machover,1953,,American,,,20th-century classical
Jeff_Manookian,Jeff Manookian,1953,,American,,,20th-century classical
Wim_Mertens,Wim Mertens,1953,,Belgian,"The Belly of an Architect (incl. Struggle for Pleasure), Maximizing the Audience",minimalism,20th-century classical
Akira_Nishimura,Akira Nishimura,1953,,Japanese,,,20th-century classical
Anthony_Powers,Anthony Powers,1953,,British,,,20th-century classical
Alexander_Raskatov,Alexander Raskatov,1953,,Russian,,,20th-century classical
Roberto_Sierra,Roberto Sierra,1953,,Puerto Rican,Missa Latina,,20th-century classical
Vladimir_Soltan,Vladimir Soltan,1953,1997,Belarusian,,,20th-century classical
Z._Randall_Stroope,Z. Randall Stroope,1953,,American,"""Inscription of Hope"", ""The Pasture"", ""Homeland""",,20th-century classical
James_Wood_(composer),James Wood,1953,,English,"Stoicheia, Ho shang Yao","microtonality, percussion, voice",20th-century classical
Takashi_Yoshimatsu,Takashi Yoshimatsu,1953,,Japanese,Symphony No. 2,,20th-century classical
Zhou_Long,Zhou Long,1953,,Chinese,,,20th-century classical
Lidia_Zielińska,Lidia Zielińska,1953,,Polish,,,20th-century classical
John_Zorn,John Zorn,1953,,American,,Avant-garde,20th-century classical
Richard_Blackford,Richard Blackford,1954,,English,,,20th-century classical
Sylvie_Bodorová,Sylvie Bodorová,1954,,Czech,,,20th-century classical
Elisabetta_Brusa,Elisabetta Brusa,1954,,Italian,,,20th-century classical
Robert_Carl,Robert Carl,1954,,American,,,20th-century classical
Chan_Wing-wah,Chan Wing-wah,1954,,Chinese,,,20th-century classical
Nicolas_Collins,Nicolas Collins,1954,,American,,electronic music,20th-century classical
Michael_Daugherty,Michael Daugherty,1954,,American,UFO,,20th-century classical
Paul_Dirmeikis,Paul Dirmeikis,1954,,American,Message laisse à Pondichéry le 18 novembre 1973,eclectic,20th-century classical
Joël-François_Durand,Joël-François Durand,1954,,French,Piano Concerto,,20th-century classical
María_Escribano,María Escribano,1954,2002,Spanish,,,20th-century classical
Eric_Ewazen,Eric Ewazen,1954,,American,,,20th-century classical
Susan_Frykberg,Susan Frykberg,1954,,New Zealander,,electroacoustic,20th-century classical
Ge_Gan-ru,Ge Gan-ru,1954,,Chinese,,,20th-century classical
Elliot_Goldenthal,Elliot Goldenthal,1954,,American,,,20th-century classical
Robert_Greenberg,Robert Greenberg,1954,,American,,,20th-century classical
Irina_Hasnaș,Irina Hasnaș,1954,,Romanian,,,20th-century classical
Birgit_Havenstein,Birgit Havenstein,1954,,German,,,20th-century classical
Anders_Hillborg,Anders Hillborg,1954,,Swedish,,,20th-century classical
Vladimír_Hirsch,Vladimír Hirsch,1954,,Czech,,avant-garde,20th-century classical
Brenda_Hutchinson,Brenda Hutchinson,1954,,American,,,20th-century classical
Stephen_Jaffe,Stephen Jaffe,1954,,American,,,20th-century classical
Denise_Kelly,Denise Kelly,1954,,Irish,,,20th-century classical
Eric_Moe_(composer),Eric Moe,1954,,American,,,20th-century classical
John_Musto,John Musto,1954,,American,,,20th-century classical
Șerban_Nichifor,Șerban Nichifor,1954,,Romanian,,,20th-century classical
Betty_Olivero,Betty Olivero,1954,,Israeli,,,20th-century classical
Cecilie_Ore,Cecilie Ore,1954,,Norwegian,,,20th-century classical
Tobias_Picker,Tobias Picker,1954,,American,,,20th-century classical
Arturo_Rodas,Arturo Rodas,1954,,Franco-Ecuadorian,"Arcaica, a concerto for percussion & orchestra; 24.5 Preludes for piano; El Árbol de los Pájaros (The birds tree): opera ""for the voice of the instruments""","avant-garde, polystylism",20th-century classical
Jan_Sandström_(composer),Jan Sandström,1954,,Swedish,"Motorbike Concerto, Es ist ein Ros entsprungen, Rekviem",,20th-century classical
Paweł_Szymański,Paweł Szymański,1954,,Polish,,,20th-century classical
Carl_Vine,Carl Vine,1954,,Australian,,,20th-century classical
Judith_Weir,Judith Weir,1954,,British,,,20th-century classical
René_Wohlhauser,René Wohlhauser,1954,,Swiss,,,20th-century classical
Bob_Chilcott,Bob Chilcott,1955,,British,Choral music,,20th-century classical
David_Conte,David Conte,1955,,American,,,20th-century classical
Pascal_Dusapin,Pascal Dusapin,1955,,French,"Perelà, uomo di fumo",,20th-century classical
Roland_Dyens,Roland Dyens,1955,2016,Tunisian-French,,,20th-century classical
Mark_Edgley_Smith,Mark Edgley Smith,1955,2008,English,,,20th-century classical
Ludovico_Einaudi,Ludovico Einaudi,1955,,Italian,,minimalism,20th-century classical
Juraj_Filas,Juraj Filas,1955,,Slovak,,,20th-century classical
Diamanda_Galás,Diamanda Galás,1955,,American,,,20th-century classical
Kyle_Gann,Kyle Gann,1955,,American,,Just intonation,20th-century classical
Naji_Hakim,Naji Hakim,1955,,Lebanese-French,,,20th-century classical
Toshio_Hosokawa,Toshio Hosokawa,1955,,Japanese,"Vision of Lear, Circulating Ocean, Voiceless Voice in Hiroshima",neo-impressionism,20th-century classical
David_A._Jaffe,David A. Jaffe,1955,,American,"""Silicon Valley Breakdown""; ""The Seven Wonders of the Ancient World""","computer music, folk-music-influenced",20th-century classical
Olli_Kortekangas,Olli Kortekangas,1955,,Finnish,,,20th-century classical
Bernardo_Kuczer,Bernardo Kuczer,1955,,Argentine,Civilización o Barbarie,Electronic music,20th-century classical
Jukka_Linkola,Jukka Linkola,1955,,Finnish,,,20th-century classical
Pedro_Luís_Neves,Pedro Luís Neves,1955,,Portuguese,,,20th-century classical
Michael_Obst_(composer),Michael Obst,1955,,German,Solaris,electronic music,20th-century classical
Gérard_Pape,Gérard Pape,1955,,American,,electronic music,20th-century classical
Bright_Sheng,Bright Sheng,1955,,Chinese,The Silver River,Folk-influenced,20th-century classical
Tibor_Szemző,Tibor Szemző,1955,,Hungarian,,,20th-century classical
Krassimir_Taskov,Krassimir Taskov,1955,,Bulgarian,,,20th-century classical
Ian_Venables,Ian Venables,1955,,English,"Songs of Eternity and Sorrow, Remember This",,20th-century classical
Ye_Xiaogang,Ye Xiaogang,1955,,Chinese,,,20th-century classical
Eduardo_Alonso-Crespo,Eduardo Alonso-Crespo,1956,,Argentine,,,20th-century classical
Javier_Álvarez_(composer),Javier Álvarez,1956,,Mexican,"Metro Chabacano, Temazcal",,20th-century classical
Regina_Harris_Baiocchi,Regina Harris Baiocchi,1956,,American,,,20th-century classical
Sally_Beamish,Sally Beamish,1956,,British,,,20th-century classical
Chiara_Benati,Chiara Benati,1956,,Italian,,,20th-century classical
Tim_Brady,Tim Brady,1956,,Canadian,,,20th-century classical
Benet_Casablancas,Benet Casablancas,1956,,Spanish,"Seven Scenes from Hamlet, New Epigrams, Alter Klang, Seven Haikus for sextet, L'enigma di Lea (opera)","Expressionism, Avant-garde, neo-impressionism",20th-century classical
Richard_Danielpour,Richard Danielpour,1956,,American,Margaret Garner,,20th-century classical
Daniel_Dorff,Daniel Dorff,1956,,American,,,20th-century classical
Anne_Dudley,Anne Dudley,1956,,English,,,20th-century classical
Dror_Elimelech,Dror Elimelech,1956,,Israeli,,,20th-century classical
Michelle_Ekizian,Michelle Ekizian,1956,,American,,,20th-century classical
Miguel_Frasconi,Miguel Frasconi,1956,,American,,,20th-century classical
Kenneth_Fuchs,Kenneth Fuchs,1956,,American,"Falling Man (for baritone voice and orchestra, text by Don DeLillo, adapted by J. D. McClatchy)",American Symphonic School,20th-century classical
Vladimír_Godár,Vladimír Godár,1956,,Slovak,,,20th-century classical
Michael_Gordon_(composer),Michael Gordon,1956,,American,,,20th-century classical
Philip_Grange,Philip Grange,1956,,English,,,20th-century classical
Guo_Wenjing,Guo Wenjing,1956,,Chinese,,Opera,20th-century classical
Madeleine_Isaksson,Madeleine Isaksson,1956,,Swedish,,,20th-century classical
Jouni_Kaipainen,Jouni Kaipainen,1956,2015,Finnish,,,20th-century classical
Makiko_Kinoshita,Makiko Kinoshita,1956,,Japanese,,,20th-century classical
Graeme_Koehne,Graeme Koehne,1956,,Australian,Inflight Entertainment (oboe concerto); Tivoli Dances,,20th-century classical
Leon_Milo,Leon Milo,1956,2014,American,TimeTexture for piano and electronics,electroacoustic music,20th-century classical
Thomas_Pernes,Thomas Pernes,1956,2018,Austrian,,avant-garde,20th-century classical
Paul_Phillips_(conductor),Paul Phillips,1956,,American,,,20th-century classical
Iris_ter_Schiphorst,Iris ter Schiphorst,1956,,German,,,20th-century classical
Oliver_Schroer,Oliver Schroer,1956,2008,Canadian,,,20th-century classical
Stefano_Scodanibbio,Stefano Scodanibbio,1956,2012,Italian,,,20th-century classical
Laurence_Traiger,Laurence Traiger,1956,,American,,,20th-century classical
Miguel_del_Águila,Miguel del Águila,1957,,Uruguayan-American,"Concierto en Tango, Conga, Salon Buenos Aires, Violin Concerto, Wind Quintet No. 2",,20th-century classical
Masamichi_Amano,Masamichi Amano,1957,,Japanese,,,20th-century classical
Gheorghi_Arnaoudov,Gheorghi Arnaoudov,1957,,Bulgarian,,minimalism,20th-century classical
Charles_Roland_Berry,Charles Roland Berry,1957,,American,,,20th-century classical
Linda_Bouchard,Linda Bouchard,1957,,Canadian,,,20th-century classical
Mary_Ellen_Childs,Mary Ellen Childs,1957,,American,,,20th-century classical
James_Clarke_(composer),James Clarke,1957,,English,,,20th-century classical
Chaya_Czernowin,Chaya Czernowin,1957,,Israeli,,,20th-century classical
Alexandre_Danilevsky,Alexandre Danilevsky,1957,,Russian-born French,,,20th-century classical
Don_Davis_(composer),Don Davis,1957,,American,Río de Sangre,also composer of film music: The Matrix,20th-century classical
Andrew_Ford_(composer),Andrew Ford,1957,,English-born Australian,,,20th-century classical
Ellen_Fullman,Ellen Fullman,1957,,American,,,20th-century classical
Jiří_Gemrot,Jiří Gemrot,1957,,Czech,,,20th-century classical
Guan_Xia,Guan Xia,1957,,Chinese,Symphonic Overture No. 1,,20th-century classical
Regina_Irman,Regina Irman,1957,,Swiss,,,20th-century classical
Ivo_Josipović,Ivo Josipović,1957,,Croatian,,,20th-century classical
Elena_Kats-Chernin,Elena Kats-Chernin,1957,,Australian,,,20th-century classical
Camille_Kerger,Camille Kerger,1957,,Luxembourgish,,,20th-century classical
Kim_Jin-hi,Kim Jin-hi,1957,,South Korean,,,20th-century classical
David_Lang_(composer),David Lang,1957,,American,The Little Match Girl Passion,,20th-century classical
Jorge_Liderman,Jorge Liderman,1957,2008,American,,,20th-century classical
Paul_Moravec,Paul Moravec,1957,,American,Spiritdance; Chamber Symphony; Tempest Fantasy; The Time Gallery,,20th-century classical
Zurab_Nadareishvili,Zurab Nadareishvili,1957,,Georgian,,,20th-century classical
Pan_Shiji,Pan Shiji,1957,,Taiwanese,String Quartet no. 4,,20th-century classical
Gerhard_Präsent,Gerhard Präsent,1957,,Austrian,Himmelslicht; Missa minima; Trio intricato,,20th-century classical
Gerhard_Schedl,Gerhard Schedl,1957,2000,Austrian,"Slow, Cello Concerto",,20th-century classical
Petros_Shoujounian,Petros Shoujounian,1957,,Armenian-Canadian,,,20th-century classical
Cong_Su,Cong Su,1957,,Chinese,,,20th-century classical
Tan_Dun,Tan Dun,1957,,Chinese,Water Passion after St. Matthew,"Extended technique, Folk-influenced; also composer of film music: Crouching Tiger, Hidden Dragon",20th-century classical
Michael_Glenn_Williams,Michael Glenn Williams,1957,,American,,,20th-century classical
Falko_Steinbach,Falko Steinbach,1957,,German,,,20th-century classical
Eve_Beglarian,Eve Beglarian,1958,,Armenian-American,,,20th-century classical
Karl_Gottfried_Brunotte,Karl Gottfried Brunotte,1958,,German,,,20th-century classical
Giulio_Castagnoli,Giulio Castagnoli,1958,,Italian,Concerto for Cello and Double Orchestra; Concerto for Piano and Orchestra; Missa Sancti Evasii,,20th-century classical
Oscar_van_Dillen,Oscar van Dillen,1958,,Dutch,,,20th-century classical
Paul_Elwood,Paul Elwood,1958,,American,,,20th-century classical
Suzanne_Giraud,Suzanne Giraud,1958,,French,,,20th-century classical
Juliana_Hall,Juliana Hall,1958,,American,,,20th-century classical
Hanna_Havrylets',Hanna Havrylets',1958,,Ukrainian,,,20th-century classical
Richard_Kastle,Richard Kastle,1958,,American,,Neoclassical,20th-century classical
Mark_Kilstofte,Mark Kilstofte,1958,,American,,,20th-century classical
Christian_Lindberg,Christian Lindberg,1958,,Swedish,"Arabenne, Mandrake in the Corner",,20th-century classical
Magnus_Lindberg,Magnus Lindberg,1958,,Finnish,Kraft; Clarinet Concerto,,20th-century classical
Mladen_Milicevic,Mladen Milicevic,1958,,Bosnian/American, cl? – for prepared clarinet and electronics (1985),"experimental music, sound installation, and film music",20th-century classical
Jun_Miyake,Jun Miyake,1958,,Japanese,,,20th-century classical
Mo_Wuping,Mo Wuping,1958,1993,Chinese,,,20th-century classical
Esa-Pekka_Salonen,Esa-Pekka Salonen,1958,,Finnish,LA Variations; Insomnia,,20th-century classical
Thomas_Simaku,Thomas Simaku,1958,,Albanian,,,20th-century classical
Bent_Sørensen_(composer),Bent Sørensen,1958,,Danish,,,20th-century classical
Rafał_Stradomski,Rafał Stradomski,1958,,Polish,,,20th-century classical
Nigel_Westlake,Nigel Westlake,1958,,Australian,,,20th-century classical
