article,name,birth,death,nationality,notable_20th_century_works,comment,era
Siegfried_Salomon,Siegfried Salomon,1885,1962,Danish,,,20th-century classical
Carlos_Salzedo,Carlos Salzedo,1885,1961,French,,,20th-century classical
James_Scott_(composer),James Scott,1885,1938,American,,ragtime,20th-century classical
Juhan_Simm,Juhan Simm,1885,1959,Estonian,,,20th-century classical
Edith_Swepstone,Edith Swepstone,1885,1930,English,,,20th-century classical
Paul_van_Katwijk,Paul van Katwijk,1885,1974,Dutch-American,,,20th-century classical
Leó_Weiner,Leó Weiner,1885,1960,Hungarian,,,20th-century classical
Egon_Wellesz,Egon Wellesz,1885,1974,Austrian,Nine symphonies,,20th-century classical
Mana-Zucca,Mana-Zucca,1885,1981,American,,,20th-century classical
Joseph_Achron,Joseph Achron,1886,1943,Russian,Hebrew Melody,,20th-century classical
Arseny_Avraamov,Arseny Avraamov,1886,1944,Russian,,avant-garde,20th-century classical
Edward_Ballantine,Edward Ballantine,1886,1971,American,"Variations on ""Mary Had a Little Lamb"" for piano",,20th-century classical
John_J._Becker,John J. Becker,1886,1961,American,,,20th-century classical
Rebecca_Clarke_(composer),Rebecca Clarke,1886,1979,English,,,20th-century classical
Eric_Coates,Eric Coates,1886,1957,English,,,20th-century classical
Ellen_Coleman,Ellen Coleman,1886,1973,English,,,20th-century classical
Edward_Joseph_Collins,Edward Joseph Collins,1886,1951,American,,,20th-century classical
Marcel_Dupré,Marcel Dupré,1886,1971,French,Organ music,,20th-century classical
Wilhelm_Furtwängler,Wilhelm Furtwängler,1886,1954,German,"Symphony No. 1 in B minor, Symphony No. 2 in E minor, Symphony No. 3 in C♯ minor, Piano Quintet, Religöser Hymnus, Te Deum for Choir and Orchestra","neoclassicism, folk-influenced, twelve-tone technique",20th-century classical
Henri_Gagnebin,Henri Gagnebin,1886,1977,Belgian-born Swiss,,,20th-century classical
Carlo_Giorgio_Garofalo,Carlo Giorgio Garofalo,1886,1962,Italian,,,20th-century classical
Jesús_Guridi,Jesús Guridi,1886,1961,Spanish,Sinfonia pirenaica,,20th-century classical
Elizabeth_Gyring,Elizabeth Gyring,1886,1970,American,,,20th-century classical
Algot_Haquinius,Algot Haquinius,1886,1966,Swedish,,,20th-century classical
Jef_van_Hoof,Jef van Hoof,1886,1959,Belgian,,,20th-century classical
Ethel_Leginska,Ethel Leginska,1886,1970,British,,,20th-century classical
Paul_Paray,Paul Paray,1886,1979,French,Mass for the 500th Anniversary of the Death of Joan of Arc,,20th-century classical
Emilio_Pujol,Emilio Pujol,1886,1980,Spanish,,,20th-century classical
Othmar_Schoeck,Othmar Schoeck,1886,1957,Swiss,Penthesilea,,20th-century classical
Ole_Windingstad,Ole Windingstad,1886,1959,Norwegian-American,,,20th-century classical
Kōsaku_Yamada,Kōsaku Yamada,1886,1965,Japanese,Overture in D major,,20th-century classical
Pietro_Yon,Pietro Yon,1886,1943,Italian,Gesù bambino,,20th-century classical
Willem_Andriessen,Willem Andriessen,1887,1964,Dutch,Piano Concerto in D♭ major,,20th-century classical
Kurt_Atterberg,Kurt Atterberg,1887,1974,Swedish,"Symphony No. 6 ""Dollar Symphony""",,20th-century classical
Nadia_Boulanger,Nadia Boulanger,1887,1979,French,,,20th-century classical
Nicolae_Bretan,Nicolae Bretan,1887,1968,Romanian,,,20th-century classical
Lawrance_Collingwood,Lawrance Collingwood,1887,1982,English,,,20th-century classical
Mildred_Couper,Mildred Couper,1887,1974,American,,quarter tone,20th-century classical
Heino_Eller,Heino Eller,1887,1970,Estonian,,,20th-century classical
Emilia_Gubitosi,Emilia Gubitosi,1887,1972,Italian,,,20th-century classical
Henry_Ley,Henry Ley,1887,1962,English,,,20th-century classical
Oskar_Lindberg_(composer),Oskar Lindberg,1887,1955,Swedish,,,20th-century classical
Leevi_Madetoja,Leevi Madetoja,1887,1947,Finnish,"Symphony No. 1 (1916), Symphony No. 2 (1918), Symphony No. 3 (1926), the opera The Ostrobothnians (1923), the ballet-pantomime Okon Fuoko (1927), and Elegia (1909).","Student of Jean Sibelius, 1908–10.",20th-century classical
Zorko_Prelovec,Zorko Prelovec,1887,1939,Slovenian,,,20th-century classical
Florence_Price,Florence Price,1887,1953,American,,,20th-century classical
Ernest_Pingoud,Ernest Pingoud,1887,1942,Finnish,,,20th-century classical
Anatol_Provazník,Anatol Provazník,1887,1950,Czech,,,20th-century classical
Emil_Reesen,Emil Reesen,1887,1964,Danish,,Operas,20th-century classical
Stasys_Šimkus,Stasys Šimkus,1887,1943,Lithuanian,,,20th-century classical
Rudi_Stephan,Rudi Stephan,1887,1915,German,,Romanticism,20th-century classical
Heinz_Tiessen,Heinz Tiessen,1887,1971,German,,,20th-century classical
Ernst_Toch,Ernst Toch,1887,1964,German,7 symphonies,,20th-century classical
Max_Trapp,Max Trapp,1887,1971,German,,,20th-century classical
Heitor_Villa-Lobos,Heitor Villa-Lobos,1887,1959,Brazilian,Chôros; Bachianas brasileiras; Magdalena: a Musical Adventure; Rudepoêma;,"neoclassicism, folk-influenced",20th-century classical
Anatoly_Nikolayevich_Alexandrov,Anatoly Nikolayevich Alexandrov,1888,1982,Russian,,,20th-century classical
May_Aufderheide,May Aufderheide,1888,1972,American,,,20th-century classical
Carmen_Barradas,Carmen Barradas,1888,1963,Uruguayan,,,20th-century classical
Vasyl_Barvinsky,Vasyl Barvinsky,1888,1963,Ukrainian,,,20th-century classical
Johanna_Beyer,Johanna Beyer,1888,1944,German-American,,,20th-century classical
Emil_Bohnke,Emil Bohnke,1888,1928,German,,,20th-century classical
Ina_Boyle,Ina Boyle,1888,1967,Irish,,,20th-century classical
Philip_Greeley_Clapp,Philip Greeley Clapp,1888,1954,American,12 symphonies,,20th-century classical
Cecil_Coles,Cecil Coles,1888,1918,Scottish,,,20th-century classical
Claude_Delvincourt,Claude Delvincourt,1888,1954,French,,,20th-century classical
Ilse_Fromm-Michaels,Ilse Fromm-Michaels,1888,1986,German,,,20th-century classical
Anna_Maria_Klechniowska,Anna Maria Klechniowska,1888,1973,Polish,,,20th-century classical
Ion_Nonna_Otescu,Ion Nonna Otescu,1888,1940,Romanian,,,20th-century classical
Julie_Reisserová,Julie Reisserová,1888,1938,Czech,,,20th-century classical
Maria_Rodrigo,Maria Rodrigo,1888,1967,Spanish,,,20th-century classical
Poul_Schierbeck,Poul Schierbeck,1888,1949,Danish,,,20th-century classical
Alexei_Stanchinsky,Alexei Stanchinsky,1888,1914,Russian,,,20th-century classical
Cristòfor_Taltabull,Cristòfor Taltabull,1888,1964,Catalan,,,20th-century classical
Matthijs_Vermeulen,Matthijs Vermeulen,1888,1967,Dutch,Seven symphonies,,20th-century classical
Gabriel_von_Wayditch,Gabriel von Wayditch,1888,1969,Hungarian-American,,,20th-century classical
Emiliana_de_Zubeldia,Emiliana de Zubeldia,1888,1987,Spanish,,,20th-century classical
Alton_Adams,Alton Adams,1889,1987,American,,,20th-century classical
Aksel_Agerby,Aksel Agerby,1889,1942,Danish,,,20th-century classical
Harald_Agersnap,Harald Agersnap,1889,1982,Danish,,,20th-century classical
Felix_Arndt,Felix Arndt,1889,1918,American,,,20th-century classical
Grigoraș_Dinicu,Grigoraș Dinicu,1889,1949,Romanian,,,20th-century classical
Armstrong_Gibbs,Armstrong Gibbs,1889,1960,English,,,20th-century classical
Ethel_Glenn_Hier,Ethel Glenn Hier,1889,1971,American,,,20th-century classical
Václav_Kaprál,Václav Kaprál,1889,1947,Czech,,,20th-century classical
Cyrillus_Kreek,Cyrillus Kreek,1889,1962,Estonian,,,20th-century classical
Egon_Ledeč,Egon Ledeč,1889,1944,Czech,,,20th-century classical
Rudolf_Mauersberger,Rudolf Mauersberger,1889,1971,German,,,20th-century classical
Vilém_Petrželka,Vilém Petrželka,1889,1969,Czech,,,20th-century classical
Karl_Rautio,Karl Rautio,1889,1963,Finnish,,,20th-century classical
Levko_Revutsky,Levko Revutsky,1889,1977,Ukrainian,Piano Concerto in F major,,20th-century classical
Francisco_Santiago,Francisco Santiago,1889,1947,Filipino,,,20th-century classical
Vladimir_Shcherbachov,Vladimir Shcherbachov,1889,1952,Russian,,,20th-century classical
Johannes_Andersen_(musician),Johannes Andersen,1890,1980,Danish,,,20th-century classical
Ernest_Bullock,Ernest Bullock,1890,1979,English,,,20th-century classical
Victor_Dolidze_(composer),Victor Dolidze,1890,1933,Soviet Georgian,,,20th-century classical
Samuil_Feinberg,Samuil Feinberg,1890,1962,Russian and Soviet,,,20th-century classical
Luís_de_Freitas_Branco,Luís de Freitas Branco,1890,1955,Portuguese,,,20th-century classical
Hans_Gál,Hans Gál,1890,1987,Austrian,,,20th-century classical
Carlos_Gardel,Carlos Gardel,1890,1935,French,,,20th-century classical
Ivor_Gurney,Ivor Gurney,1890,1937,English,,,20th-century classical
Pauline_Hall_(composer),Pauline Hall,1890,1969,Norwegian,,,20th-century classical
Jacques_Ibert,Jacques Ibert,1890,1962,French,Concertino da camera; Escales,neoclassicism impressionism,20th-century classical
Philip_James,Philip James,1890,1975,American,,,20th-century classical
Sándor_Jemnitz,Sándor Jemnitz,1890,1963,Hungarian,,,20th-century classical
Kathleen_Lockhart_Manning,Kathleen Lockhart Manning,1890,1951,American,,,20th-century classical
Frank_Martin_(composer),Frank Martin,1890,1974,Swiss,Ballade for flute and piano; Petite symphonie concertante; Requiem,,20th-century classical
Bohuslav_Martinů,Bohuslav Martinů,1890,1959,Czech,"Double Concerto for Two String Orchestras, Piano, and Timpani, Symphony No. 3, No. 4, and No. 6; operas Julietta and The Greek Passion; Gilgamesh (oratorio)","neoclassicism, folk-influenced",20th-century classical
Yves_Nat,Yves Nat,1890,1956,French,,,20th-century classical
Gösta_Nystroem,Gösta Nystroem,1890,1966,Swedish,,,20th-century classical
Eda_Rapoport,Eda Rapoport,1890,1968,American,,,20th-century classical
Morishige_Takei,Morishige Takei,1890,1947,Japanese,,,20th-century classical
Otto_Albert_Tichý,Otto Albert Tichý,1890,1973,Czech,,,20th-century classical
Roy_Agnew,Roy Agnew,1891,1944,Australian,,,20th-century classical
Schahan_Berberian,Schahan Berberian,1891,1956,Armenian,,,20th-century classical
Arthur_Bliss,Arthur Bliss,1891,1975,English,A Colour Symphony,,20th-century classical
Benjamin_Burrows,Benjamin Burrows,1891,1966,English,,,20th-century classical
Claude_Champagne,Claude Champagne,1891,1965,Canadian,,,20th-century classical
Noël_Gallon,Noël Gallon,1891,1966,French,,,20th-century classical
Marcel_Grandjany,Marcel Grandjany,1891,1975,French,Pieces for harp; Headed Harp Dept at Fontainebleau & Juilliard,Noted harpist and teacher,20th-century classical
Thomas_Griselle,Thomas Griselle,1891,1955,American,,,20th-century classical
Karel_Boleslav_Jirák,Karel Boleslav Jirák,1891,1972,Czechoslovak,,,20th-century classical
Mihail_Jora,Mihail Jora,1891,1971,Romanian,,,20th-century classical
Alexander_Kasyanov,Alexander Kasyanov,1891,1982,Soviet Russian,,,20th-century classical
Frida_Kern,Frida Kern,1891,1988,Austrian,,,20th-century classical
Karl_King,Karl King,1891,1971,American,"""Barnum and Bailey's Favorite""",Marches,20th-century classical
Florentina_Mallá,Florentina Mallá,1891,1973,Czech,,,20th-century classical
Federico_Moreno_Tórroba,Federico Moreno Tórroba,1891,1982,Spanish,,classical guitar,20th-century classical
Edmund_Nick,Edmund Nick,1891,1974,German,,,20th-century classical
Sergei_Prokofiev,Sergei Prokofiev,1891,1953,Russian,Romeo and Juliet; The Love for Three Oranges; Classical Symphony; Symphony No. 5 and No. 6; Violin Concerto No. 1 and No. 2; Piano Concerto No. 2 and No. 3; Alexander Nevsky; Lieutenant Kijé; Peter and the Wolf,"neoclassicism, Romanticism",20th-century classical
Alexis_Roland-Manuel,Alexis Roland-Manuel,1891,1966,French,,,20th-century classical
Philip_Sainton,Philip Sainton,1891,1967,British-French,,,20th-century classical
W._K._Stanton,W. K. Stanton,1891,1978,English,,,20th-century classical
Catherine_Murphy_Urner,Catherine Murphy Urner,1891,1942,American,,,20th-century classical
Paul_Abraham,Paul Abraham,1892,1960,Hungarian,,operettas,20th-century classical
Isidor_Achron,Isidor Achron,1892,1948,Polish,,,20th-century classical
Hendrik_Andriessen,Hendrik Andriessen,1892,1981,Dutch,,father of Louis Andriessen,20th-century classical
Samuel_L._M._Barlow_II,Samuel L. M. Barlow,1892,1982,American,,,20th-century classical
Johanna_Bordewijk-Roepman,Johanna Bordewijk-Roepman,1892,1971,Dutch,,,20th-century classical
Hans_Bottermund,Hans Bottermund,1892,1949,German,,,20th-century classical
Augusto_Brandt,Augusto Brandt,1892,1942,Venezuelan,,,20th-century classical
Katherine_Kennicott_Davis,Katherine Kennicott Davis,1892,1980,American,,,20th-century classical
Giorgio_Federico_Ghedini,Giorgio Federico Ghedini,1892,1965,Italian,,,20th-century classical
Ferde_Grofé,Ferde Grofé,1892,1972,American,Grand Canyon Suite; Mississippi Suite,,20th-century classical
Ilmari_Hannikainen,Ilmari Hannikainen,1892,1955,Finnish,,Romanticism,20th-century classical
Sandor_Harmati,Sandor Harmati,1892,1936,Hungarian-American,,,20th-century classical
Mirrie_Hill,Mirrie Hill,1892,1986,Australian,,,20th-century classical
Arthur_Honegger,Arthur Honegger,1892,1955,Swiss,"Symphony No. 3 ""Liturgique""; Pacific 231",neoclassicism; also a composer of film music: Les Misérables,20th-century classical
Herbert_Howells,Herbert Howells,1892,1983,English,Hymnus paradisi,,20th-century classical
Frank_Hutchens,Frank Hutchens,1892,1965,Australian,,,20th-century classical
William_G._James,William G. James,1892,1977,Australian,,,20th-century classical
Knud_Jeppesen,Knud Jeppesen,1892,1974,Danish,,,20th-century classical
Louise_Lincoln_Kerr,Louise Lincoln Kerr,1892,1977,American,,,20th-century classical
Otakar_Jeremiáš,Otakar Jeremiáš,1892,1962,Czech,,,20th-century classical
Yrjö_Kilpinen,Yrjö Kilpinen,1892,1959,Finnish,,neoclassical,20th-century classical
Fritz_Heinrich_Klein,Fritz Heinrich Klein,1892,1977,Austrian,,,20th-century classical
Jaroslav_Kvapil,Jaroslav Kvapil,1892,1958,Czech,,,20th-century classical
László_Lajtha,László Lajtha,1892,1963,Hungarian,,,20th-century classical
Arthur_Lourié,Arthur Lourié,1892,1966,Russian,,,20th-century classical
Darius_Milhaud,Darius Milhaud,1892,1974,French,La Création du Monde; Le Bœuf sur le toit,"jazz-influenced, neoclassical, polytonal",20th-century classical
John_Jacob_Niles,John Jacob Niles,1892,1980,American,,,20th-century classical
Nikolai_Obukhov,Nikolai Obukhov,1892,1954,Russian,,,20th-century classical
Felix_Petyrek,Felix Petyrek,1892,1951,Austrian,,,20th-century classical
Hilding_Rosenberg,Hilding Rosenberg,1892,1985,Swedish,Violin Concerto,,20th-century classical
Kaikhosru_Shapurji_Sorabji,Kaikhosru Shapurji Sorabji,1892,1988,English,"Opus clavicembalisticum; 100 Transcendental Studies; Sequentia cyclica super ""Dies irae"" ex Missa pro defunctis; Piano Symphony No. 2; ""Gulistān"" – Nocturne for Piano","neoclassical, neoromantic, postimpressionistic",20th-century classical
Germaine_Tailleferre,Germaine Tailleferre,1892,1983,French,,,20th-century classical
Nicanor_Abelardo,Nicanor Abelardo,1893,1934,Filipino,Piano Concerto in B-flat minor,,20th-century classical
Jean_Absil,Jean Absil,1893,1974,Belgian,,,20th-century classical
Arthur_Benjamin,Arthur Benjamin,1893,1960,Australian,Jamaican Rhumba,,20th-century classical
Georges_Boulanger_(violinist),Georges Boulanger,1893,1958,Romanian,,,20th-century classical
Lili_Boulanger,Lili Boulanger,1893,1918,French,,,20th-century classical
Marta_Canales,Marta Canales,1893,1986,Chilean,,,20th-century classical
Osvald_Chlubna,Osvald Chlubna,1893,1971,Czech,,,20th-century classical
Zinovy_Feldman,Zinovy Feldman,1893,1942,Russian,,,20th-century classical
Aleksandr_Gauk,Aleksandr Gauk,1893,1963,Russian/Soviet,,,20th-century classical
Eugene_Aynsley_Goossens,Eugene Aynsley Goossens,1893,1962,English,,,20th-century classical
Dorothy_Gow,Dorothy Gow,1893,1982,English,,,20th-century classical
Hambarsoom_Grigorian,Hambarsoom Grigorian,1893,1975,Armenian,,,20th-century classical
Alois_Hába,Alois Hába,1893,1973,Czech,Matka,microtonal,20th-century classical
Helen_Eugenia_Hagan,Helen Eugenia Hagan,1893,1964,American,,,20th-century classical
Rued_Langgaard,Rued Langgaard,1893,1952,Danish,"16 symphonies, The Music of the Spheres, Antikrist",,20th-century classical
Franz_Mittler,Franz Mittler,1893,1970,Austrian,,,20th-century classical
Federico_Mompou,Federico Mompou,1893,1987,Spanish,piano music,,20th-century classical
Douglas_Moore,Douglas Moore,1893,1969,American,"The Ballad of Baby Doe, The Devil and Daniel Webster (Folk opera)",,20th-century classical
Ivor_Novello,Ivor Novello,1893,1951,Welsh,,,20th-century classical
Leo_Ornstein,Leo Ornstein,1893,2002,American (Russian-born),"Wild Men's Dance, Suicide in an Airplane, 8 piano sonatas, Piano Quintet, 3 String Quartets","avant-garde, later neoromanticism",20th-century classical
Charles_Wilfred_Orr,Charles Wilfred Orr,1893,1976,English,Songs,,20th-century classical
Sergei_Protopopov,Sergei Protopopov,1893,1954,Russian,3 piano sonatas,Avant-garde,20th-century classical
Bernard_Rogers,Bernard Rogers,1893,1968,American,,,20th-century classical
John_Laurence_Seymour,John Laurence Seymour,1893,1986,American,,,20th-century classical
Marcel_Tyberg,Marcel Tyberg,1893,1944,Austrian,,,20th-century classical
Stanisław_Wiechowicz,Stanisław Wiechowicz,1893,1963,Polish,,,20th-century classical
Pylyp_Kozytskiy,Pylyp Kozytskiy,1893,1960,Ukrainian,In memory of the Bolsheviks (1951),avant-garde,20th-century classical
Hugo_Chaim_Adler,Hugo Chaim Adler,1894,1955,Belgian,,,20th-century classical
Aaron_Avshalomov,Aaron Avshalomov,1894,1965,Russian,,,20th-century classical
Krešimir_Baranović,Krešimir Baranović,1894,1975,Yugoslav,,,20th-century classical
Robert_Russell_Bennett,Robert Russell Bennett,1894,1981,American,Broadway arrangements; pieces for band,,20th-century classical
