article,name,birth,death,nationality,notable_21_century_works,era
Jackson_Hill_(composer),Jackson Hill,1941,,American,,21st-century classical
Anders_Hillborg,Anders Hillborg,1954,,Swedish,,21st-century classical
John_S._Hilliard,John S. Hilliard,1947,,American,,21st-century classical
Alistair_Hinton,Alistair Hinton,1950,,Scottish,,21st-century classical
Rozalie_Hirs,Rozalie Hirs,1965,,Dutch,,21st-century classical
Joe_Hisaishi,Joe Hisaishi,1950,,Japanese,,21st-century classical
Christopher_Hobbs,Christopher Hobbs,1950,,British,,21st-century classical
Gilad_Hochman,Gilad Hochman,1982,,Israeli,Nedudim (Wanderings) for mandolin and string orchestra; A Voice in the Wilderness for orchestra; Whom My Soul Loveth for cello and mixed choir,21st-century classical
Alun_Hoddinott,Alun Hoddinott,1929,2008,Welsh,,21st-century classical
Huck_Hodge,Huck Hodge,1977,,American,,21st-century classical
Robin_Hoffmann,Robin Hoffmann,1984,,German,,21st-century classical
Hendrik_Hofmeyr,Hendrik Hofmeyr,1957,,South African,,21st-century classical
York_Höller,York Höller,1944,,German,,21st-century classical
Heinz_Holliger,Heinz Holliger,1939,,Swiss,,21st-century classical
Robin_Holloway,Robin Holloway,1943,,English,Concertos Nos. 4 and 5 for Orchestra,21st-century classical
Simeon_ten_Holt,Simeon ten Holt,1923,2012,Dutch,,21st-century classical
Simon_Holt,Simon Holt,1958,,British,,21st-century classical
Bo_Holten,Bo Holten,1948,,Danish,,21st-century classical
Joaquim_Homs,Joaquim Homs,1906,2003,Spanish,,21st-century classical
David_Horne_(composer),David Horne,1970,,Scottish,,21st-century classical
Josef_Maria_Horváth,Josef Maria Horváth,1931,,Hungarian,,21st-century classical
Toshio_Hosokawa,Toshio Hosokawa,1955,,Japanese,,21st-century classical
Mehdi_Hosseini,Mehdi Hosseini,1979,,Iranian,Concerto for String Quartet and Chamber Orchestra,21st-century classical
Luc_van_Hove,Luc van Hove,1957,,Belgian,,21st-century classical
Egil_Hovland,Egil Hovland,1924,2013,Norwegian,,21st-century classical
Leslie_Howard_(musician),Leslie Howard,1948,,Australian,,21st-century classical
Leonid_Hrabovsky,Leonid Hrabovsky,1935,,Ukrainian,,21st-century classical
Nihad_Hrustanbegovic,Nihad Hrustanbegovic,1973,,Bosnian,,21st-century classical
Klaus_Huber,Klaus Huber,1924,2017,Swiss,,21st-century classical
Nicolaus_A._Huber,Nicolaus A. Huber,1939,,German,,21st-century classical
Scott_Irvine,Scott Irvine,1953,,Canadian,,21st-century classical
Ruth_Watson_Henderson,Ruth Watson Henderson,1932,,Canadian,,21st-century classical
Melissa_Hui,Melissa Hui,1966,,Canadian,,21st-century classical
Bertold_Hummel,Bertold Hummel,1925,2002,German,,21st-century classical
Franz_Hummel,Franz Hummel,1939,,German,,21st-century classical
Ilja_Hurník,Ilja Hurník,1922,2013,Czech,,21st-century classical
Karel_Husa,Karel Husa,1921,2016,Czech-American,,21st-century classical
Ketil_Hvoslef,Ketil Hvoslef,1939,,Norwegian,,21st-century classical
Miriam_Hyde,Miriam Hyde,1913,2005,Australian,,21st-century classical
Shin-ichiro_Ikebe,Shin-ichiro Ikebe,1943,,Japanese,,21st-century classical
Ilaiyaraaja,Ilaiyaraaja,1943,,Indian,,21st-century classical
Márton_Illés,Márton Illés,1975,,Hungarian,,21st-century classical
Andrew_Imbrie,Andrew Imbrie,1921,2007,American,,21st-century classical
Kamran_Ince,Kamran Ince,1960,,Turkish-American,,21st-century classical
Maki_Ishii,Maki Ishii,1936,2003,Japanese,,21st-century classical
Manuel_Rocha_Iturbide,Manuel Rocha Iturbide,1963,,Mexican,,21st-century classical
Guus_Janssen,Guus Janssen,1951,,Dutch,,21st-century classical
Maurice_Jarre,Maurice Jarre,1924,2009,French,,21st-century classical
Eleanor_Hovda,Eleanor Hovda,1940,2009,American,,21st-century classical
Zoltán_Jeney,Zoltán Jeney,1943,2019,Hungarian,,21st-century classical
Alden_Jenks,Alden Jenks,1940,,American,,21st-century classical
Karl_Jenkins,Karl Jenkins,1944,,Welsh,,21st-century classical
David_C._Johnson,David C. Johnson,1940,,American,,21st-century classical
Tom_Johnson_(composer),Tom Johnson,1939,,American,,21st-century classical
Ben_Johnston_(composer),Ben Johnston,1926,2019,American,,21st-century classical
Fergus_Johnston,Fergus Johnston,1959,,Irish,,21st-century classical
Betsy_Jolas,Betsy Jolas,1926,,French,,21st-century classical
David_Evan_Jones_(composer),David Evan Jones,1946,,American,,21st-century classical
Elgar_Howarth,Elgar Howarth,1935,,English,,21st-century classical
Samuel_Jones_(composer),Samuel Jones,1935,,American,,21st-century classical
Bradley_Joseph,Bradley Joseph,1965,,American,,21st-century classical
John_Joubert_(composer),John Joubert,1927,2019,British,,21st-century classical
Mauricio_Kagel,Mauricio Kagel,1931,2008,German-Argentine,,21st-century classical
Ulf_Långbacka,Ulf Långbacka,1957,,Finland-Swedish,,21st-century classical
Erkki_Ertama,Erkki Ertama,1927,2010,Finnish,,21st-century classical
Tuomas_Kantelinen,Tuomas Kantelinen,1969,,Finnish,,21st-century classical
Jouni_Kaipainen,Jouni Kaipainen,1956,,Finnish,,21st-century classical
Yuki_Kajiura,Yuki Kajiura,1965,,Japanese,,21st-century classical
Vakhtang_Kakhidze,Vakhtang Kakhidze,1959,,Georgian,,21st-century classical
Imants_Kalniņš,Imants Kalniņš,1941,,Latvian,,21st-century classical
Chan_Ka_Nin,Chan Ka Nin,1949,,Canadian,,21st-century classical
Shigeru_Kan-no,Shigeru Kan-no,1959,,Japanese,,21st-century classical
Giya_Kancheli,Giya Kancheli,1935,2019,Georgian,,21st-century classical
Koji_Kondo,Koji Kondo,1961,,Japanese,"Super Mario Bros. series, The Legend of Zelda series, Star Fox series",21st-century classical
Hitomi_Kaneko,Hitomi Kaneko,1965,,Japanese,,21st-century classical
Yoko_Kanno,Yoko Kanno,1964,,Japanese,"Cowboy Bebop, Ghost in the Shell: Stand Alone Complex",21st-century classical
Yugo_Kanno,Yugo Kanno,1977,,Japanese,"JoJo's Bizarre Adventure, Batman Ninja",21st-century classical
Nikolai_Kapustin,Nikolai Kapustin,1937,,Ukrainian,,21st-century classical
M._William_Karlins,M. William Karlins,1932,2005,American,,21st-century classical
Richard_Karpen,Richard Karpen,1957,,American,,21st-century classical
Andrey_Kasparov,Andrey Kasparov,1966,,Armenian-American,,21st-century classical
Yuri_Kasparov,Yuri Kasparov,1955,,Russian-Armenian,,21st-century classical
Georg_Katzer,Georg Katzer,1935,2019,German,,21st-century classical
Ikuko_Kawai,Ikuko Kawai,1968,,Japanese,,21st-century classical
Kenji_Kawai,Kenji Kawai,1957,,Japanese,,21st-century classical
Hiba_Kawas,Hiba Kawas,1972,,Lebanese,,21st-century classical
Donald_Keats,Donald Keats,1929,2018,American,,21st-century classical
Nigel_Keay,Nigel Keay,1955,,New Zealander,,21st-century classical
Derek_Keller_(composer),Derek Keller,1971,,American,,21st-century classical
Daniel_Kellogg_(composer),Daniel Kellogg,1976,,American,,21st-century classical
Bryan_Kelly,Bryan Kelly,1934,,British,,21st-century classical
Rudolf_Kelterborn,Rudolf Kelterborn,1931,,Swiss,,21st-century classical
Talivaldis_Kenins,Talivaldis Kenins,1919,2008,Latvian-Canadian,,21st-century classical
John_Kenny_(trombonist),John Kenny,1957,,British,,21st-century classical
Friedrich_Heinrich_Kern,Friedrich Heinrich Kern,1980,,German,,21st-century classical
Aaron_Jay_Kernis,Aaron Jay Kernis,1960,,American,,21st-century classical
Rami_Khalifé,Rami Khalifé,1981,,"Lebanese, French",Requiem (2013); Chaos (2011),21st-century classical
Yuri_Khanon,Yuri Khanon,1965,,Russian,,21st-century classical
Tikhon_Khrennikov,Tikhon Khrennikov,1913,2007,Russian,,21st-century classical
Wojciech_Kilar,Wojciech Kilar,1932,2013,Polish,,21st-century classical
Alastair_King,Alastair King,1967,,British,,21st-century classical
Geoffrey_King_(composer),Geoffrey King,1949,,British,,21st-century classical
Matthew_King_(composer),Matthew King,1967,,British,,21st-century classical
Leon_Kirchner,Leon Kirchner,1919,2009,American,,21st-century classical
Volker_David_Kirchner,Volker David Kirchner,1942,2020,German,operas Gilgamesh; Savanarola; Gutenberg,21st-century classical
Giselher_Klebe,Giselher Klebe,1925,2009,German,,21st-century classical
Phil_Kline,Phil Kline,1957,,American,,21st-century classical
Alexander_Knaifel,Alexander Knaifel,1943,,Russian,,21st-century classical
Douglas_Knehans,Douglas Knehans,1957,,American,,21st-century classical
Oliver_Knussen,Oliver Knussen,1952,2018,British,,21st-century classical
Erland_von_Koch,Erland von Koch,1910,2009,Swedish,,21st-century classical
Akil_Mark_Koci,Akil Mark Koci,1936,,Kosovar-Albanian,,21st-century classical
Hans_Kockelmans,Hans Kockelmans,1956,,Dutch,,21st-century classical
Zoltán_Kocsis,Zoltán Kocsis,1952,2016,Hungarian,,21st-century classical
Graeme_Koehne,Graeme Koehne,1956,,Australian,,21st-century classical
Gottfried_Michael_Koenig,Gottfried Michael Koenig,1926,,German-Dutch,,21st-century classical
Jan_Koetsier,Jan Koetsier,1911,2006,Dutch,,21st-century classical
Panayiotis_Kokoras,Panayiotis Kokoras,1974,,Greek,,21st-century classical
Pınar_Köksal,Pınar Köksal,1946,,Turkish,,21st-century classical
Barbara_Kolb,Barbara Kolb,1939,,American,,21st-century classical
Pierre_Kolp,Pierre Kolp,1969,,Belgian,,21st-century classical
Jo_Kondo,Jo Kondo,1947,,Japanese,,21st-century classical
Marek_Kopelent,Marek Kopelent,1932,,Czech,,21st-century classical
Constantine_Koukias,Constantine Koukias,1965,,Greek-Australian,,21st-century classical
Zygmunt_Krauze,Zygmunt Krauze,1938,,Polish,,21st-century classical
Joseph-François_Kremer,Joseph-François Kremer,1954,,French,,21st-century classical
Johannes_Kretz,Johannes Kretz,1968,,Austrian,,21st-century classical
Ladislav_Kubík,Ladislav Kubík,1946,,Czech-American,,21st-century classical
Bernardo_Kuczer,Bernardo Kuczer,1955,,Argentine,,21st-century classical
Hanna_Kulenty,Hanna Kulenty,1961,,Polish,,21st-century classical
Gary_Kulesha,Gary Kulesha,1954,,Canadian,,21st-century classical
Petri_Kuljuntausta,Petri Kuljuntausta,1961,,Finnish,,21st-century classical
Andreas_Kunstein,Andreas Kunstein,1967,,German,,21st-century classical
Ladislav_Kupkovič,Ladislav Kupkovič,1936,2016,Slovak,,21st-century classical
Giedrius_Kuprevičius,Giedrius Kuprevičius,1944,,Lithuanian,,21st-century classical
György_Kurtág,György Kurtág,1926,,Hungarian,,21st-century classical
Bronius_Kutavičius,Bronius Kutavičius,1932,,Lithuanian,,21st-century classical
Ilkka_Kuusisto,Ilkka Kuusisto,1933,,Finnish,,21st-century classical
Hanspeter_Kyburz,Hanspeter Kyburz,1960,,Swiss,,21st-century classical
Joan_La_Barbara,Joan La Barbara,1947,,American,,21st-century classical
Osvaldo_Lacerda,Osvaldo Lacerda,1927,2011,Brazilian,,21st-century classical
Juan_Sebastian_Lach,Juan Sebastian Lach,1970,,Mexican,,21st-century classical
Helmut_Lachenmann,Helmut Lachenmann,1935,,German,,21st-century classical
Ezra_Laderman,Ezra Laderman,1924,2015,American,,21st-century classical
Bernhard_Lang,Bernhard Lang,1957,,Austrian,,21st-century classical
David_Lang_(composer),David Lang,1957,,American,,21st-century classical
István_Láng,István Láng,1933,,Hungarian,,21st-century classical
Gordon_Langford,Gordon Langford,1930,2017,British,,21st-century classical
Vanessa_Lann,Vanessa Lann,1968,,American,,21st-century classical
Paul_Lansky,Paul Lansky,1944,,American,,21st-century classical
André_Laporte,André Laporte,1931,,Belgian,,21st-century classical
Patrick_Larley,Patrick Larley,1951,,British,,21st-century classical
Philip_Lasser,Philip Lasser,1963,,American,,21st-century classical
Morten_Lauridsen,Morten Lauridsen,1943,,American,,21st-century classical
Elodie_Lauten,Elodie Lauten,1950,,American,,21st-century classical
James_Lavino,James Lavino,1937,,American,,21st-century classical
Mario_Lavista,Mario Lavista,1943,,Mexican,,21st-century classical
Henri_Lazarof,Henri Lazarof,1932,2013,Bulgarian,,21st-century classical
Mary_Jane_Leach,Mary Jane Leach,1949,,American,,21st-century classical
Anne_LeBaron,Anne LeBaron,1953,,American,,21st-century classical
Celso_Garrido_Lecca,Celso Garrido Lecca,1926,,Peruvian,,21st-century classical
Philip_Ledger,Philip Ledger,1937,2012,British,,21st-century classical
Claude_Ledoux_(composer),Claude Ledoux,1960,,Belgian,,21st-century classical
Chihchun_Chi-sun_Lee,Chihchun Chi-sun Lee,1970,,American,,21st-century classical
Thomas_Oboe_Lee,Thomas Oboe Lee,1945,,Chinese-American,,21st-century classical
Nicola_LeFanu,Nicola LeFanu,1947,,British,,21st-century classical
Jean-Pierre_Leguay,Jean-Pierre Leguay,1939,,French,,21st-century classical
David_Leisner,David Leisner,1953,,American,,21st-century classical
John_Anthony_Lennon,John Anthony Lennon,1950,,American,,21st-century classical
Georges_Lentz,Georges Lentz,1965,,Luxembourgian-Australian,,21st-century classical
Michaël_Lévinas,Michaël Lévinas,1949,,French,,21st-century classical
Peter_Scott_Lewis,Peter Scott Lewis,1953,,American,,21st-century classical
Ulrich_Leyendecker,Ulrich Leyendecker,1946,2018,German,,21st-century classical
Lei_Liang,Lei Liang,1972,,Chinese-bornAmerican,,21st-century classical
Lowell_Liebermann,Lowell Liebermann,1961,,American,,21st-century classical
György_Ligeti,György Ligeti,1923,2006,Hungarian,,21st-century classical
Lukas_Ligeti,Lukas Ligeti,1965,,Austrian,,21st-century classical
Liza_Lim,Liza Lim,1966,,Australian,,21st-century classical
Paulo_Costa_Lima,Paulo Costa Lima,1954,,Brazilian,,21st-century classical
Christian_Lindberg,Christian Lindberg,1958,,Swedish,Helikon Wasp; Kundraan,21st-century classical
Magnus_Lindberg_(Finnish_composer),Magnus Lindberg,1958,,Finnish,Clarinet Concerto,21st-century classical
David_Liptak,David Liptak,1949,,American,,21st-century classical
Dan_Locklair,Dan Locklair,1949,,American,,21st-century classical
Annea_Lockwood,Annea Lockwood,1939,,American,,21st-century classical
Theo_Loevendie,Theo Loevendie,1930,,Dutch,,21st-century classical
Zhou_Long,Zhou Long,1953,,Chinese-American,,21st-century classical
Paolo_Longo,Paolo Longo,1967,,Italian,,21st-century classical
Jimmy_López,Jimmy López,1978,,Peruvian,,21st-century classical
Bent_Lorentzen,Bent Lorentzen,1935,2018,Danish,,21st-century classical
Alexina_Louie,Alexina Louie,1949,,Canadian,,21st-century classical
Alvin_Lucier,Alvin Lucier,1931,,American,,21st-century classical
David_Lumsdaine,David Lumsdaine,1931,,Australian,,21st-century classical
Arkady_Luxemburg,Arkady Luxemburg,1939,,Moldovan,,21st-century classical
John_McCabe_(composer),John McCabe,1939,2015,British,,21st-century classical
Peter_McGarr,Peter McGarr,1953,,British,,21st-century classical
Bill_McGlaughlin,Bill McGlaughlin,1943,,American,,21st-century classical
Edward_McGuire_(composer),Edward McGuire,1948,,Scottish,,21st-century classical
Peter_Machajdík,Peter Machajdík,1961,,Slovak,Namah,21st-century classical
François-Bernard_Mâche,François-Bernard Mâche,1935,,French,,21st-century classical
Tod_Machover,Tod Machover,1953,,American,,21st-century classical
John_Mackey_(composer),John Mackey,1973,,American,Redline Tango; Wine-Dark Sea,21st-century classical
Steven_Mackey,Steven Mackey,1956,,American,,21st-century classical
John_McLeod_(composer),John McLeod,1934,,Scottish,,21st-century classical
James_MacMillan,James MacMillan,1959,,Scottish,,21st-century classical
Gordon_McPherson,Gordon McPherson,1965,,Scottish,,21st-century classical
Stuart_MacRae_(composer),Stuart MacRae,1976,,Scottish,,21st-century classical
Frederik_Magle,Frederik Magle,1977,,Danish,Cantabile (symphonic suite),21st-century classical
Riccardo_Malipiero,Riccardo Malipiero,1914,2003,Italian,,21st-century classical
Ursula_Mamlok,Ursula Mamlok,1923,2016,"German-born, American",,21st-century classical
Maciej_Małecki,Maciej Małecki,1940,,Polish,,21st-century classical
Timothy_Mahr,Timothy Mahr,1956,,American,,21st-century classical
Franco_Mannino,Franco Mannino,1924,2005,Italian,,21st-century classical
Mesías_Maiguashca,Mesías Maiguashca,1938,,Ecuadorian,,21st-century classical
Javier_Torres_Maldonado,Javier Torres Maldonado,1968,,Mexican-Italian,,21st-century classical
Daan_Manneke,Daan Manneke,1939,,Dutch,,21st-century classical
Philippe_Manoury,Philippe Manoury,1952,,French,,21st-century classical
Edward_Manukyan,Edward Manukyan,1981,,Armenian-American,,21st-century classical
Matteo_Marchisano-Adamo,Matteo Marchisano-Adamo,1973,,American,,21st-century classical
Bunita_Marcus,Bunita Marcus,1952,,American,,21st-century classical
Pierre_Mariétan,Pierre Mariétan,1935,,Swiss,,21st-century classical
Arturo_Márquez,Arturo Márquez,1950,,Mexican,,21st-century classical
Ingram_Marshall,Ingram Marshall,1942,,American,,21st-century classical
Donald_Martino,Donald Martino,1931,2005,American,,21st-century classical
Steve_Martland,Steve Martland,1959,2013,British,,21st-century classical
Tauno_Marttinen,Tauno Marttinen,1912,2008,Finnish,,21st-century classical
Vladimir_Martynov,Vladimir Martynov,1946,,Russian,,21st-century classical
Diego_Masson,Diego Masson,1935,,French,,21st-century classical
Martín_Matalon,Martín Matalon,1958,,Argentine,,21st-century classical
Mladen_Milicevic,Mladen Milicevic,1958,,Bosnia and Herzegovina / USA,,21st-century classical
Colin_Matthews,Colin Matthews,1946,,British,,21st-century classical
David_Matthews_(composer),David Matthews,1943,,British,,21st-century classical
Siegfried_Matthus,Siegfried Matthus,1934,,German,,21st-century classical
Nicholas_Maw,Nicholas Maw,1935,2009,British,,21st-century classical
John_Mayer_(composer),John Mayer,1930,2004,Indian,,21st-century classical
Christopher_Mayo,Christopher Mayo,1980,,Canadian,,21st-century classical
Paul_McCartney,Paul McCartney,1942,,British,"Ecce Cor Meum, Ocean's Kingdom",21st-century classical
Ned_McGowan,Ned McGowan,1970,,American,,21st-century classical
Richard_Meale,Richard Meale,1932,2009,Australian,,21st-century classical
Paul_Mealor,Paul Mealor,1975,,Welsh,,21st-century classical
Kirke_Mechem,Kirke Mechem,1925,,American,,21st-century classical
Johan_de_Meij,Johan de Meij,1953,,Dutch,"Symphony No. 1: ""The Lord of the Rings""",21st-century classical
Chiel_Meijering,Chiel Meijering,1954,,Dutch,,21st-century classical
László_Melis,László Melis,1953,,Hungarian,,21st-century classical
Harold_Meltzer,Harold Meltzer,1966,,American,,21st-century classical
Gilberto_Mendes,Gilberto Mendes,1922,2016,Brazilian,,21st-century classical
Misha_Mengelberg,Misha Mengelberg,1935,2017,Dutch,,21st-century classical
Gian_Carlo_Menotti,Gian Carlo Menotti,1911,2007,Italian-American,,21st-century classical
Wim_Mertens,Wim Mertens,1953,,Belgian,,21st-century classical
Jean-Christian_Michel,Jean-Christian Michel,1938,,French,,21st-century classical
Winfried_Michel,Winfried Michel,1948,,German,,21st-century classical
Minoru_Miki,Minoru Miki,1930,2011,Japanese,,21st-century classical
Kenneth_G._Mills,Kenneth G. Mills,1923,2004,Canadian,,21st-century classical
Edvard_Mirzoyan,Edvard Mirzoyan,1921,2012,Armenian,,21st-century classical
John_Mitchell_(composer),John Mitchell,1941,,American,,21st-century classical
Roscoe_Mitchell,Roscoe Mitchell,1940,,American,,21st-century classical
Akira_Miyoshi,Akira Miyoshi,1933,2013,Japanese,,21st-century classical
Dary_John_Mizelle,Dary John Mizelle,1940,,American,,21st-century classical
Andrea_Molino,Andrea Molino,1964,,Italian,,21st-century classical
Meredith_Monk,Meredith Monk,1942,,American,,21st-century classical
Xavier_Montsalvatge,Xavier Montsalvatge,1912,2002,Spanish,,21st-century classical
Paul_Moravec,Paul Moravec,1957,,American,,21st-century classical
Luigi_Morleo,Luigi Morleo,1970,,Italian,,21st-century classical
Angela_Morley,Angela Morley,1924,2009,British,,21st-century classical
Ennio_Morricone,Ennio Morricone,1928,2020,Italian,,21st-century classical
Louis_Moyse,Louis Moyse,1912,2007,French,,21st-century classical
Nico_Muhly,Nico Muhly,1981,,American,,21st-century classical
Veli_Mukhatov,Veli Mukhatov,1916,2005,Turkmenistani,,21st-century classical
Gráinne_Mulvey,Gráinne Mulvey,1966,,Irish,,21st-century classical
Gordon_Mumma,Gordon Mumma,1935,,American,,21st-century classical
Tristan_Murail,Tristan Murail,1947,,French,,21st-century classical
Roberto_Musci,Roberto Musci,1956,,Italian,,21st-century classical
Thea_Musgrave,Thea Musgrave,1928,,Scottish,,21st-century classical
Paweł_Mykietyn,Paweł Mykietyn,1971,,Polish,,21st-century classical
Zurab_Nadareishvili,Zurab Nadareishvili,1957,,Georgian,,21st-century classical
Vyacheslav_Nagovitsyn,Vyacheslav Nagovitsyn,1939,,Buryat,,21st-century classical
Šarūnas_Nakas,Šarūnas Nakas,1962,,Lithuanian,,21st-century classical
Armen_Nalbandian,Armen Nalbandian,1978,,British-American,,21st-century classical
Ken_Namba,Ken Namba,1983,,Japanese,,21st-century classical
Trisdee_na_Patalung,Trisdee na Patalung,1986,,Thai,,21st-century classical
Onutė_Narbutaitė,Onutė Narbutaitė,1956,,Lithuanian,,21st-century classical
Lior_Navok,Lior Navok,1971,,Israeli,,21st-century classical
Sarah_Nemtsov,Sarah Nemtsov,1980,,German,,21st-century classical
Olga_Neuwirth,Olga Neuwirth,1968,,Austrian,,21st-century classical
Paul_Newland,Paul Newland,1966,,British,,21st-century classical
Dimitri_Nicolau,Dimitri Nicolau,1946,2008,Italian,,21st-century classical
Ștefan_Niculescu,Ștefan Niculescu,1927,2010,Romanian,Ison II,21st-century classical
Serge_Nigg,Serge Nigg,1924,2008,French,,21st-century classical
Koka_Nikoladze,Koka Nikoladze,1989,,Georgian,,21st-century classical
Joy_Nilo,Joy Nilo,1970,,Filipino,,21st-century classical
Bo_Nilsson,Bo Nilsson,1937,2018,Swedish,,21st-century classical
Pehr_Henrik_Nordgren,Pehr Henrik Nordgren,1944,2008,Finnish,,21st-century classical
Arne_Nordheim,Arne Nordheim,1931,2010,Norwegian,,21st-century classical
Jesper_Nordin_(Swedish_composer),Jesper Nordin,1971,,Swedish,,21st-century classical
Per_Nørgård,Per Nørgård,1932,,Danish,,21st-century classical
Ib_Nørholm,Ib Nørholm,1931,2019,Danish,,21st-century classical
Robert_Normandeau,Robert Normandeau,1955,,Canadian,,21st-century classical
Christopher_Norton,Christopher Norton,1953,,British,,21st-century classical
Emmanuel_Nunes,Emmanuel Nunes,1941,2012,Portuguese,Das Märchen (opera),21st-century classical
Patrick_Nunn,Patrick Nunn,1968,,British,,21st-century classical
Michael_Nyman,Michael Nyman,1944,,British,,21st-century classical
Knut_Nystedt,Knut Nystedt,1915,2014,Norwegian,,21st-century classical
Martin_O'Donnell,Martin O'Donnell,1955,,American,"Halo series, Myth series, Destiny, Oni, Golem",21st-century classical
Shawn_Okpebholo,Shawn Okpebholo,1981,,American,,21st-century classical
Gonzalo_de_Olavide,Gonzalo de Olavide,1934,2005,Spanish,,21st-century classical
César_de_Oliveira,César de Oliveira,1977,,Portuguese,,21st-century classical
Pauline_Oliveros,Pauline Oliveros,1932,2016,American,,21st-century classical
Kumiko_Omura,Kumiko Omura,1970,,Japanese,,21st-century classical
Yoshiaki_Onishi,Yoshiaki Onishi,1981,,Japanese,,21st-century classical
Marco_Oppedisano,Marco Oppedisano,1971,,American,,21st-century classical
Chris_Opperman,Chris Opperman,1978,,American,,21st-century classical
Tarik_O'Regan,Tarik O'Regan,1978,,British-American,Heart of Darkness,21st-century classical
Juan_Orrego-Salas,Juan Orrego-Salas,1919,2019,Chilean,,21st-century classical
Nigel_Osborne,Nigel Osborne,1948,,British,,21st-century classical
Luis_de_Pablo,Luis de Pablo,1930,,Spanish,,21st-century classical
Martijn_Padding,Martijn Padding,1956,,Dutch,,21st-century classical
Paul_Panhuysen,Paul Panhuysen,1934,2015,Dutch,,21st-century classical
Elizabeth_Hayden_Pizer,Elizabeth Hayden Pizer,1954,,American,,21st-century classical
Carter_Pann,Carter Pann,1972,,American,,21st-century classical
Roxanna_Panufnik,Roxanna Panufnik,1968,,British,,21st-century classical
Vangelis,Vangelis Papathanasiou,1943,,Greek,,21st-century classical
Hilda_Paredes,Hilda Paredes,1957,,Mexican,,21st-century classical
Åke_Parmerud,Åke Parmerud,1953,,Swedish,,21st-century classical
Javier_Parrado,Javier Parrado,1964,,Bolivian,,21st-century classical
Arvo_Pärt,Arvo Pärt,1935,,Estonian,Symphony No. 4,21st-century classical
Jiří_Pauer,Jiří Pauer,1919,2007,Czech,,21st-century classical
Stephen_Paulus,Stephen Paulus,1949,2014,American,,21st-century classical
Sergei_Pavlenko,Sergei Pavlenko,1952,,Russian-British,,21st-century classical
Alla_Pavlova,Alla Pavlova,1952,,Ukrainian-American,,21st-century classical
Anthony_Payne,Anthony Payne,1936,,British,,21st-century classical
Maggi_Payne,Maggi Payne,1945,,American,,21st-century classical
Carlo_Pedini,Carlo Pedini,1956,,Italian,,21st-century classical
Krzysztof_Penderecki,Krzysztof Penderecki,1933,2020,Polish,,21st-century classical
George_Perle,George Perle,1915,2009,American,,21st-century classical
Nick_Peros,Nick Peros,1963,,Canadian,,21st-century classical
William_P._Perry,William P. Perry,1930,,American,,21st-century classical
Morris_Pert,Morris Pert,1947,2010,Scottish,,21st-century classical
Goffredo_Petrassi,Goffredo Petrassi,1904,2003,Italian,,21st-century classical
Ivo_Petrić,Ivo Petrić,1931,2018,Slovenian,,21st-century classical
Albena_Petrovic-Vratchanska,Albena Petrovic-Vratchanska,1965,,Bulgarian-Luxembourgian,,21st-century classical
Riccardo_Piacentini,Riccardo Piacentini,1958,,Italian,,21st-century classical
Tobias_Picker,Tobias Picker,1954,,American,,21st-century classical
Pierre_Pincemaille,Pierre Pincemaille,1956,2018,French,,21st-century classical
Daniel_Pinkham,Daniel Pinkham,1923,2006,American,,21st-century classical
Pēteris_Plakidis,Pēteris Plakidis,1947,2017,Latvian,,21st-century classical
Johnterryl_Plumeri,Johnterryl Plumeri,1944,2016,American,,21st-century classical
Larry_Polansky,Larry Polansky,1954,,American,,21st-century classical
Andrew_Poppy,Andrew Poppy,1954,,British,,21st-century classical
Francis_Pott_(composer),Francis Pott,1957,,British,,21st-century classical
Henri_Pousseur,Henri Pousseur,1929,2009,Belgian,,21st-century classical
Gabriel_Prokofiev,Gabriel Prokofiev,1975,,British,,21st-century classical
André_Previn,André Previn,1929,2019,German-American,,21st-century classical
Yves_Prin,Yves Prin,1933,,French,,21st-century classical
Simon_Proctor,Simon Proctor,1959,,British,,21st-century classical
John_Psathas,John Psathas,1966,,New Zealander,,21st-century classical
John_Purser,John Purser,1942,,Scottish,,21st-century classical
Kevin_Puts,Kevin Puts,1972,,American,,21st-century classical
Veli-Matti_Puumala,Veli-Matti Puumala,1965,,Finnish,,21st-century classical
Qu_Xiao-Song,Qu Xiao-Song,1952,,Chinese,,21st-century classical
Peer_Raben,Peer Raben,1940,2007,German,,21st-century classical
Alexandre_Rabinovitch-Barakovsky,Alexandre Rabinovitch-Barakovsky,1945,,Russian-Swiss,,21st-century classical
Éliane_Radigue,Éliane Radigue,1932,,French,,21st-century classical
Horațiu_Rădulescu,Horațiu Rădulescu,1942,2008,Romanian-French,,21st-century classical
Osmo_Tapio_Räihälä,Osmo Tapio Räihälä,1964,,Finnish,,21st-century classical
James_K._Randall,James K. Randall,1929,2014,American,,21st-century classical
Štěpán_Rak,Štěpán Rak,1916,2008,Canadian,,21st-century classical
Imant_Raminsh,Imant Raminsh,1943,,Latvian-Canadian,,21st-century classical
Shulamit_Ran,Shulamit Ran,1949,,Israeli-American,,21st-century classical
Alexander_Raskatov,Alexander Raskatov,1953,,Russian,,21st-century classical
Karl_Aage_Rasmussen,Karl Aage Rasmussen,1947,,Danish,,21st-century classical
Einojuhani_Rautavaara,Einojuhani Rautavaara,1928,2016,Finnish,,21st-century classical
John_Rea_(composer),John Rea,1944,,Canadian,,21st-century classical
